model,location,target_end_date,target_variable,value,location_name,population
Observed Data (JHU),BG,2022-09-17,inc death,30,Bulgaria,7075991
Observed Data (JHU),BG,2022-09-24,inc death,21,Bulgaria,7075991
Observed Data (JHU),BG,2022-10-01,inc death,21,Bulgaria,7075991
Observed Data (JHU),BG,2022-10-08,inc death,28,Bulgaria,7075991
Observed Data (JHU),BG,2022-10-15,inc death,38,Bulgaria,7075991
Observed Data (JHU),BG,2022-10-22,inc death,37,Bulgaria,7075991
Observed Data (JHU),BG,2022-10-29,inc death,39,Bulgaria,7075991
Observed Data (JHU),BG,2022-11-05,inc death,56,Bulgaria,7075991
Observed Data (JHU),BG,2022-11-12,inc death,37,Bulgaria,7075991
Observed Data (JHU),BG,2022-11-19,inc death,44,Bulgaria,7075991
Observed Data (JHU),BG,2022-11-26,inc death,30,Bulgaria,7075991
Observed Data (JHU),BG,2022-12-03,inc death,22,Bulgaria,7075991
Observed Data (JHU),BG,2022-12-10,inc death,12,Bulgaria,7075991
Observed Data (JHU),BG,2022-12-17,inc death,20,Bulgaria,7075991
Observed Data (JHU),BG,2022-12-24,inc death,9,Bulgaria,7075991
Observed Data (JHU),BG,2022-12-31,inc death,18,Bulgaria,7075991
Observed Data (JHU),BG,2023-01-07,inc death,14,Bulgaria,7075991
Observed Data (JHU),BG,2023-01-14,inc death,16,Bulgaria,7075991
Observed Data (JHU),BG,2023-01-21,inc death,22,Bulgaria,7075991
Observed Data (JHU),BG,2023-01-28,inc death,14,Bulgaria,7075991
Observed Data (JHU),BG,2023-02-04,inc death,10,Bulgaria,7075991
Observed Data (JHU),CH,2020-01-25,inc death,0,Switzerland,8466017
Observed Data (JHU),CH,2020-02-01,inc death,0,Switzerland,8466017
Observed Data (JHU),CH,2020-02-08,inc death,0,Switzerland,8466017
Observed Data (JHU),CH,2020-02-15,inc death,0,Switzerland,8466017
Observed Data (JHU),CH,2020-02-22,inc death,0,Switzerland,8466017
Observed Data (JHU),CH,2020-02-29,inc death,0,Switzerland,8466017
Observed Data (JHU),CH,2020-03-07,inc death,1,Switzerland,8466017
Observed Data (JHU),CH,2020-03-14,inc death,13,Switzerland,8466017
Observed Data (JHU),CH,2020-03-21,inc death,84,Switzerland,8466017
Observed Data (JHU),CH,2020-03-28,inc death,231,Switzerland,8466017
Observed Data (JHU),CH,2020-04-04,inc death,390,Switzerland,8466017
Observed Data (JHU),CH,2020-04-11,inc death,368,Switzerland,8466017
Observed Data (JHU),CH,2020-04-18,inc death,279,Switzerland,8466017
Observed Data (JHU),CH,2020-04-25,inc death,215,Switzerland,8466017
Observed Data (JHU),CH,2020-05-02,inc death,107,Switzerland,8466017
Observed Data (JHU),CH,2020-05-09,inc death,57,Switzerland,8466017
Observed Data (JHU),CH,2020-05-16,inc death,23,Switzerland,8466017
Observed Data (JHU),CH,2020-05-23,inc death,21,Switzerland,8466017
Observed Data (JHU),CH,2020-05-30,inc death,7,Switzerland,8466017
Observed Data (JHU),CH,2020-06-06,inc death,0,Switzerland,8466017
Observed Data (JHU),CH,2020-06-13,inc death,6,Switzerland,8466017
Observed Data (JHU),CH,2020-06-20,inc death,3,Switzerland,8466017
Observed Data (JHU),CH,2020-06-27,inc death,3,Switzerland,8466017
Observed Data (JHU),CH,2020-07-04,inc death,2,Switzerland,8466017
Observed Data (JHU),CH,2020-07-11,inc death,3,Switzerland,8466017
Observed Data (JHU),CH,2020-07-18,inc death,2,Switzerland,8466017
Observed Data (JHU),CH,2020-07-25,inc death,7,Switzerland,8466017
Observed Data (JHU),CH,2020-08-01,inc death,6,Switzerland,8466017
Observed Data (JHU),CH,2020-08-08,inc death,5,Switzerland,8466017
Observed Data (JHU),CH,2020-08-15,inc death,5,Switzerland,8466017
Observed Data (JHU),CH,2020-08-22,inc death,4,Switzerland,8466017
Observed Data (JHU),CH,2020-08-29,inc death,4,Switzerland,8466017
Observed Data (JHU),CH,2020-09-05,inc death,7,Switzerland,8466017
Observed Data (JHU),CH,2020-09-12,inc death,17,Switzerland,8466017
Observed Data (JHU),CH,2020-09-19,inc death,20,Switzerland,8466017
Observed Data (JHU),CH,2020-09-26,inc death,13,Switzerland,8466017
Observed Data (JHU),CH,2020-10-03,inc death,10,Switzerland,8466017
Observed Data (JHU),CH,2020-10-10,inc death,14,Switzerland,8466017
Observed Data (JHU),CH,2020-10-17,inc death,46,Switzerland,8466017
Observed Data (JHU),CH,2020-10-24,inc death,123,Switzerland,8466017
Observed Data (JHU),CH,2020-10-31,inc death,282,Switzerland,8466017
Observed Data (JHU),CH,2020-11-07,inc death,530,Switzerland,8466017
Observed Data (JHU),CH,2020-11-14,inc death,659,Switzerland,8466017
Observed Data (JHU),CH,2020-11-21,inc death,668,Switzerland,8466017
Observed Data (JHU),CH,2020-11-28,inc death,622,Switzerland,8466017
Observed Data (JHU),CH,2020-12-05,inc death,637,Switzerland,8466017
Observed Data (JHU),CH,2020-12-12,inc death,643,Switzerland,8466017
Observed Data (JHU),CH,2020-12-19,inc death,666,Switzerland,8466017
Observed Data (JHU),CH,2020-12-26,inc death,629,Switzerland,8466017
Observed Data (JHU),CH,2021-01-02,inc death,577,Switzerland,8466017
Observed Data (JHU),CH,2021-01-09,inc death,450,Switzerland,8466017
Observed Data (JHU),CH,2021-01-16,inc death,412,Switzerland,8466017
Observed Data (JHU),CH,2021-01-23,inc death,353,Switzerland,8466017
Observed Data (JHU),CH,2021-01-30,inc death,263,Switzerland,8466017
Observed Data (JHU),CH,2021-02-06,inc death,201,Switzerland,8466017
Observed Data (JHU),CH,2021-02-13,inc death,147,Switzerland,8466017
Observed Data (JHU),CH,2021-02-20,inc death,100,Switzerland,8466017
Observed Data (JHU),CH,2021-02-27,inc death,74,Switzerland,8466017
Observed Data (JHU),CH,2021-03-06,inc death,58,Switzerland,8466017
Observed Data (JHU),CH,2021-03-13,inc death,65,Switzerland,8466017
Observed Data (JHU),CH,2021-03-20,inc death,63,Switzerland,8466017
Observed Data (JHU),CH,2021-03-27,inc death,60,Switzerland,8466017
Observed Data (JHU),CH,2021-04-03,inc death,68,Switzerland,8466017
Observed Data (JHU),CH,2021-04-10,inc death,69,Switzerland,8466017
Observed Data (JHU),CH,2021-04-17,inc death,49,Switzerland,8466017
Observed Data (JHU),CH,2021-04-24,inc death,54,Switzerland,8466017
Observed Data (JHU),CH,2021-05-01,inc death,70,Switzerland,8466017
Observed Data (JHU),CH,2021-05-08,inc death,47,Switzerland,8466017
Observed Data (JHU),CH,2021-05-15,inc death,27,Switzerland,8466017
Observed Data (JHU),CH,2021-05-22,inc death,42,Switzerland,8466017
Observed Data (JHU),CH,2021-05-29,inc death,29,Switzerland,8466017
Observed Data (JHU),CH,2021-06-05,inc death,18,Switzerland,8466017
Observed Data (JHU),CH,2021-06-12,inc death,20,Switzerland,8466017
Observed Data (JHU),CH,2021-06-19,inc death,14,Switzerland,8466017
Observed Data (JHU),CH,2021-06-26,inc death,9,Switzerland,8466017
Observed Data (JHU),CH,2021-07-03,inc death,2,Switzerland,8466017
Observed Data (JHU),CH,2021-07-10,inc death,1,Switzerland,8466017
Observed Data (JHU),CH,2021-07-17,inc death,4,Switzerland,8466017
Observed Data (JHU),CH,2021-07-24,inc death,3,Switzerland,8466017
Observed Data (JHU),CH,2021-07-31,inc death,12,Switzerland,8466017
Observed Data (JHU),CH,2021-08-07,inc death,4,Switzerland,8466017
Observed Data (JHU),CH,2021-08-14,inc death,13,Switzerland,8466017
Observed Data (JHU),CH,2021-08-21,inc death,28,Switzerland,8466017
Observed Data (JHU),CH,2021-08-28,inc death,40,Switzerland,8466017
Observed Data (JHU),CH,2021-09-04,inc death,42,Switzerland,8466017
Observed Data (JHU),CH,2021-09-11,inc death,31,Switzerland,8466017
Observed Data (JHU),CH,2021-09-18,inc death,48,Switzerland,8466017
Observed Data (JHU),CH,2021-09-25,inc death,44,Switzerland,8466017
Observed Data (JHU),CH,2021-10-02,inc death,50,Switzerland,8466017
Observed Data (JHU),CH,2021-10-09,inc death,27,Switzerland,8466017
Observed Data (JHU),CH,2021-10-16,inc death,37,Switzerland,8466017
Observed Data (JHU),CH,2021-10-23,inc death,24,Switzerland,8466017
Observed Data (JHU),CH,2021-10-30,inc death,52,Switzerland,8466017
Observed Data (JHU),CH,2021-11-06,inc death,41,Switzerland,8466017
Observed Data (JHU),CH,2021-11-13,inc death,51,Switzerland,8466017
Observed Data (JHU),CH,2021-11-20,inc death,57,Switzerland,8466017
Observed Data (JHU),CH,2021-11-27,inc death,88,Switzerland,8466017
Observed Data (JHU),CH,2021-12-04,inc death,119,Switzerland,8466017
Observed Data (JHU),CH,2021-12-11,inc death,159,Switzerland,8466017
Observed Data (JHU),CH,2021-12-18,inc death,161,Switzerland,8466017
Observed Data (JHU),CH,2021-12-25,inc death,155,Switzerland,8466017
Observed Data (JHU),CH,2022-01-01,inc death,156,Switzerland,8466017
Observed Data (JHU),CH,2022-01-08,inc death,117,Switzerland,8466017
Observed Data (JHU),CH,2022-01-15,inc death,132,Switzerland,8466017
Observed Data (JHU),CH,2022-01-22,inc death,113,Switzerland,8466017
Observed Data (JHU),CH,2022-01-29,inc death,98,Switzerland,8466017
Observed Data (JHU),CH,2022-02-05,inc death,102,Switzerland,8466017
Observed Data (JHU),CH,2022-02-12,inc death,151,Switzerland,8466017
Observed Data (JHU),CH,2022-02-19,inc death,83,Switzerland,8466017
Observed Data (JHU),CH,2022-02-26,inc death,66,Switzerland,8466017
Observed Data (JHU),CH,2022-03-05,inc death,92,Switzerland,8466017
Observed Data (JHU),CH,2022-03-12,inc death,92,Switzerland,8466017
Observed Data (JHU),CH,2022-03-19,inc death,62,Switzerland,8466017
Observed Data (JHU),CH,2022-03-26,inc death,179,Switzerland,8466017
Observed Data (JHU),CH,2022-04-02,inc death,65,Switzerland,8466017
Observed Data (JHU),CH,2022-04-09,inc death,35,Switzerland,8466017
Observed Data (JHU),CH,2022-04-16,inc death,40,Switzerland,8466017
Observed Data (JHU),CH,2022-04-23,inc death,29,Switzerland,8466017
Observed Data (JHU),CH,2022-04-30,inc death,36,Switzerland,8466017
Observed Data (JHU),CH,2022-05-07,inc death,14,Switzerland,8466017
Observed Data (JHU),CH,2022-05-14,inc death,55,Switzerland,8466017
Observed Data (JHU),CH,2022-05-21,inc death,10,Switzerland,8466017
Observed Data (JHU),CH,2022-05-28,inc death,3,Switzerland,8466017
Observed Data (JHU),CH,2022-06-04,inc death,10,Switzerland,8466017
Observed Data (JHU),CH,2022-06-11,inc death,10,Switzerland,8466017
Observed Data (JHU),CH,2022-06-18,inc death,3,Switzerland,8466017
Observed Data (JHU),CH,2022-06-25,inc death,5,Switzerland,8466017
Observed Data (JHU),CH,2022-07-02,inc death,10,Switzerland,8466017
Observed Data (JHU),CH,2022-07-09,inc death,10,Switzerland,8466017
Observed Data (JHU),CH,2022-07-16,inc death,15,Switzerland,8466017
Observed Data (JHU),CH,2022-07-23,inc death,19,Switzerland,8466017
Observed Data (JHU),CH,2022-07-30,inc death,15,Switzerland,8466017
Observed Data (JHU),CH,2022-08-06,inc death,27,Switzerland,8466017
Observed Data (JHU),CH,2022-08-13,inc death,21,Switzerland,8466017
Observed Data (JHU),CH,2022-08-20,inc death,14,Switzerland,8466017
Observed Data (JHU),CH,2022-08-27,inc death,13,Switzerland,8466017
Observed Data (JHU),CH,2022-09-03,inc death,9,Switzerland,8466017
Observed Data (JHU),CH,2022-09-10,inc death,12,Switzerland,8466017
Observed Data (JHU),CH,2022-09-17,inc death,5,Switzerland,8466017
Observed Data (JHU),CH,2022-09-24,inc death,6,Switzerland,8466017
Observed Data (JHU),CH,2022-10-01,inc death,11,Switzerland,8466017
Observed Data (JHU),CH,2022-10-08,inc death,8,Switzerland,8466017
Observed Data (JHU),CH,2022-10-15,inc death,5,Switzerland,8466017
Observed Data (JHU),CH,2022-10-22,inc death,20,Switzerland,8466017
Observed Data (JHU),CH,2022-10-29,inc death,20,Switzerland,8466017
Observed Data (JHU),CH,2022-11-05,inc death,19,Switzerland,8466017
Observed Data (JHU),CH,2022-11-12,inc death,16,Switzerland,8466017
Observed Data (JHU),CH,2022-11-19,inc death,13,Switzerland,8466017
Observed Data (JHU),CH,2022-11-26,inc death,6,Switzerland,8466017
Observed Data (JHU),CH,2022-12-03,inc death,21,Switzerland,8466017
Observed Data (JHU),CH,2022-12-10,inc death,10,Switzerland,8466017
Observed Data (JHU),CH,2022-12-17,inc death,10,Switzerland,8466017
Observed Data (JHU),CH,2022-12-24,inc death,9,Switzerland,8466017
Observed Data (JHU),CH,2022-12-31,inc death,7,Switzerland,8466017
Observed Data (JHU),CH,2023-01-07,inc death,17,Switzerland,8466017
Observed Data (JHU),CH,2023-01-14,inc death,44,Switzerland,8466017
Observed Data (JHU),CH,2023-01-21,inc death,9,Switzerland,8466017
Observed Data (JHU),CH,2023-01-28,inc death,1,Switzerland,8466017
Observed Data (JHU),CH,2023-02-04,inc death,0,Switzerland,8466017
Observed Data (JHU),CY,2020-01-25,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-02-01,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-02-08,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-02-15,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-02-22,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-02-29,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-03-07,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-03-14,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-03-21,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-03-28,inc death,5,Cyprus,1179551
Observed Data (JHU),CY,2020-04-04,inc death,4,Cyprus,1179551
Observed Data (JHU),CY,2020-04-11,inc death,1,Cyprus,1179551
Observed Data (JHU),CY,2020-04-18,inc death,2,Cyprus,1179551
Observed Data (JHU),CY,2020-04-25,inc death,2,Cyprus,1179551
Observed Data (JHU),CY,2020-05-02,inc death,1,Cyprus,1179551
Observed Data (JHU),CY,2020-05-09,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-05-16,inc death,2,Cyprus,1179551
Observed Data (JHU),CY,2020-05-23,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-05-30,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-06-06,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-06-13,inc death,1,Cyprus,1179551
Observed Data (JHU),CY,2020-06-20,inc death,1,Cyprus,1179551
Observed Data (JHU),CY,2020-06-27,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-07-04,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-07-11,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-07-18,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-07-25,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-08-01,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-08-08,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-08-15,inc death,1,Cyprus,1179551
Observed Data (JHU),CY,2020-08-22,inc death,1,Cyprus,1179551
Observed Data (JHU),CY,2020-08-29,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-09-05,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-09-12,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-09-19,inc death,1,Cyprus,1179551
Observed Data (JHU),CY,2020-09-26,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-10-03,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-10-10,inc death,3,Cyprus,1179551
Observed Data (JHU),CY,2020-10-17,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-10-24,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-10-31,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2020-11-07,inc death,1,Cyprus,1179551
Observed Data (JHU),CY,2020-11-14,inc death,12,Cyprus,1179551
Observed Data (JHU),CY,2020-11-21,inc death,5,Cyprus,1179551
Observed Data (JHU),CY,2020-11-28,inc death,5,Cyprus,1179551
Observed Data (JHU),CY,2020-12-05,inc death,9,Cyprus,1179551
Observed Data (JHU),CY,2020-12-12,inc death,18,Cyprus,1179551
Observed Data (JHU),CY,2020-12-19,inc death,13,Cyprus,1179551
Observed Data (JHU),CY,2020-12-26,inc death,22,Cyprus,1179551
Observed Data (JHU),CY,2021-01-02,inc death,18,Cyprus,1179551
Observed Data (JHU),CY,2021-01-09,inc death,14,Cyprus,1179551
Observed Data (JHU),CY,2021-01-16,inc death,25,Cyprus,1179551
Observed Data (JHU),CY,2021-01-23,inc death,13,Cyprus,1179551
Observed Data (JHU),CY,2021-01-30,inc death,18,Cyprus,1179551
Observed Data (JHU),CY,2021-02-06,inc death,13,Cyprus,1179551
Observed Data (JHU),CY,2021-02-13,inc death,9,Cyprus,1179551
Observed Data (JHU),CY,2021-02-20,inc death,10,Cyprus,1179551
Observed Data (JHU),CY,2021-02-27,inc death,2,Cyprus,1179551
Observed Data (JHU),CY,2021-03-06,inc death,1,Cyprus,1179551
Observed Data (JHU),CY,2021-03-13,inc death,6,Cyprus,1179551
Observed Data (JHU),CY,2021-03-20,inc death,3,Cyprus,1179551
Observed Data (JHU),CY,2021-03-27,inc death,7,Cyprus,1179551
Observed Data (JHU),CY,2021-04-03,inc death,13,Cyprus,1179551
Observed Data (JHU),CY,2021-04-10,inc death,7,Cyprus,1179551
Observed Data (JHU),CY,2021-04-17,inc death,16,Cyprus,1179551
Observed Data (JHU),CY,2021-04-24,inc death,13,Cyprus,1179551
Observed Data (JHU),CY,2021-05-01,inc death,15,Cyprus,1179551
Observed Data (JHU),CY,2021-05-08,inc death,20,Cyprus,1179551
Observed Data (JHU),CY,2021-05-15,inc death,14,Cyprus,1179551
Observed Data (JHU),CY,2021-05-22,inc death,6,Cyprus,1179551
Observed Data (JHU),CY,2021-05-29,inc death,8,Cyprus,1179551
Observed Data (JHU),CY,2021-06-05,inc death,3,Cyprus,1179551
Observed Data (JHU),CY,2021-06-12,inc death,9,Cyprus,1179551
Observed Data (JHU),CY,2021-06-19,inc death,2,Cyprus,1179551
Observed Data (JHU),CY,2021-06-26,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2021-07-03,inc death,0,Cyprus,1179551
Observed Data (JHU),CY,2021-07-10,inc death,6,Cyprus,1179551
Observed Data (JHU),CY,2021-07-17,inc death,4,Cyprus,1179551
Observed Data (JHU),CY,2021-07-24,inc death,14,Cyprus,1179551
Observed Data (JHU),CY,2021-07-31,inc death,21,Cyprus,1179551
Observed Data (JHU),CY,2021-08-07,inc death,19,Cyprus,1179551
Observed Data (JHU),CY,2021-08-14,inc death,22,Cyprus,1179551
Observed Data (JHU),CY,2021-08-21,inc death,22,Cyprus,1179551
Observed Data (JHU),CY,2021-08-28,inc death,22,Cyprus,1179551
Observed Data (JHU),CY,2021-09-04,inc death,16,Cyprus,1179551
Observed Data (JHU),CY,2021-09-11,inc death,15,Cyprus,1179551
Observed Data (JHU),CY,2021-09-18,inc death,9,Cyprus,1179551
Observed Data (JHU),CY,2021-09-25,inc death,5,Cyprus,1179551
Observed Data (JHU),CY,2021-10-02,inc death,2,Cyprus,1179551
Observed Data (JHU),CY,2021-10-09,inc death,6,Cyprus,1179551
Observed Data (JHU),CY,2021-10-16,inc death,4,Cyprus,1179551
Observed Data (JHU),CY,2021-10-23,inc death,7,Cyprus,1179551
Observed Data (JHU),CY,2021-10-30,inc death,6,Cyprus,1179551
Observed Data (JHU),CY,2021-11-06,inc death,2,Cyprus,1179551
Observed Data (JHU),CY,2021-11-13,inc death,10,Cyprus,1179551
Observed Data (JHU),CY,2021-11-20,inc death,3,Cyprus,1179551
Observed Data (JHU),CY,2021-11-27,inc death,1,Cyprus,1179551
Observed Data (JHU),CY,2021-12-04,inc death,10,Cyprus,1179551
Observed Data (JHU),CY,2021-12-11,inc death,7,Cyprus,1179551
Observed Data (JHU),CY,2021-12-18,inc death,11,Cyprus,1179551
Observed Data (JHU),CY,2021-12-25,inc death,9,Cyprus,1179551
Observed Data (JHU),CY,2022-01-01,inc death,10,Cyprus,1179551
Observed Data (JHU),CY,2022-01-08,inc death,16,Cyprus,1179551
Observed Data (JHU),CY,2022-01-15,inc death,19,Cyprus,1179551
Observed Data (JHU),CY,2022-01-22,inc death,36,Cyprus,1179551
Observed Data (JHU),CY,2022-01-29,inc death,21,Cyprus,1179551
Observed Data (JHU),CY,2022-02-05,inc death,11,Cyprus,1179551
Observed Data (JHU),CY,2022-02-12,inc death,44,Cyprus,1179551
Observed Data (JHU),CY,2022-02-19,inc death,26,Cyprus,1179551
Observed Data (JHU),CY,2022-02-26,inc death,41,Cyprus,1179551
Observed Data (JHU),CY,2022-03-05,inc death,23,Cyprus,1179551
Observed Data (JHU),CY,2022-03-12,inc death,24,Cyprus,1179551
Observed Data (JHU),CY,2022-03-19,inc death,17,Cyprus,1179551
Observed Data (JHU),CY,2022-03-26,inc death,16,Cyprus,1179551
Observed Data (JHU),CY,2022-04-02,inc death,13,Cyprus,1179551
Observed Data (JHU),CY,2022-04-09,inc death,35,Cyprus,1179551
Observed Data (JHU),CY,2022-04-16,inc death,13,Cyprus,1179551
Observed Data (JHU),CY,2022-04-23,inc death,18,Cyprus,1179551
Observed Data (JHU),CY,2022-04-30,inc death,9,Cyprus,1179551
Observed Data (JHU),CY,2022-05-07,inc death,12,Cyprus,1179551
Observed Data (JHU),CY,2022-05-14,inc death,19,Cyprus,1179551
Observed Data (JHU),CY,2022-05-21,inc death,6,Cyprus,1179551
Observed Data (JHU),CY,2022-05-28,inc death,2,Cyprus,1179551
Observed Data (JHU),CY,2022-06-04,inc death,8,Cyprus,1179551
Observed Data (JHU),CY,2022-06-11,inc death,1,Cyprus,1179551
Observed Data (JHU),CY,2022-06-18,inc death,2,Cyprus,1179551
Observed Data (JHU),CY,2022-06-25,inc death,2,Cyprus,1179551
Observed Data (JHU),CY,2022-07-02,inc death,3,Cyprus,1179551
Observed Data (JHU),CY,2022-07-09,inc death,4,Cyprus,1179551
Observed Data (JHU),CY,2022-07-16,inc death,7,Cyprus,1179551
Observed Data (JHU),CY,2022-07-23,inc death,13,Cyprus,1179551
Observed Data (JHU),CY,2022-07-30,inc death,16,Cyprus,1179551
Observed Data (JHU),CY,2022-08-06,inc death,28,Cyprus,1179551
Observed Data (JHU),CY,2022-08-13,inc death,6,Cyprus,1179551
Observed Data (JHU),CY,2022-08-20,inc death,3,Cyprus,1179551
Observed Data (JHU),CY,2022-08-27,inc death,16,Cyprus,1179551
Observed Data (JHU),CY,2022-09-03,inc death,4,Cyprus,1179551
Observed Data (JHU),CY,2022-09-10,inc death,1,Cyprus,1179551
Observed Data (JHU),CY,2022-09-17,inc death,5,Cyprus,1179551
Observed Data (JHU),CY,2022-09-24,inc death,2,Cyprus,1179551
Observed Data (JHU),CY,2022-10-01,inc death,2,Cyprus,1179551
Observed Data (JHU),CY,2022-10-08,inc death,5,Cyprus,1179551
Observed Data (JHU),CY,2022-10-15,inc death,2,Cyprus,1179551
Observed Data (JHU),CY,2022-10-22,inc death,2,Cyprus,1179551
Observed Data (JHU),CY,2022-10-29,inc death,3,Cyprus,1179551
Observed Data (JHU),CY,2022-11-05,inc death,6,Cyprus,1179551
Observed Data (JHU),CY,2022-11-12,inc death,10,Cyprus,1179551
Observed Data (JHU),CY,2022-11-19,inc death,8,Cyprus,1179551
Observed Data (JHU),CY,2022-11-26,inc death,8,Cyprus,1179551
Observed Data (JHU),CY,2022-12-03,inc death,11,Cyprus,1179551
Observed Data (JHU),CY,2022-12-10,inc death,5,Cyprus,1179551
Observed Data (JHU),CY,2022-12-17,inc death,8,Cyprus,1179551
Observed Data (JHU),CY,2022-12-24,inc death,5,Cyprus,1179551
Observed Data (JHU),CY,2022-12-31,inc death,3,Cyprus,1179551
Observed Data (JHU),CY,2023-01-07,inc death,4,Cyprus,1179551
Observed Data (JHU),CY,2023-01-14,inc death,8,Cyprus,1179551
Observed Data (JHU),CY,2023-01-21,inc death,10,Cyprus,1179551
Observed Data (JHU),CY,2023-01-28,inc death,7,Cyprus,1179551
Observed Data (JHU),CY,2023-02-04,inc death,4,Cyprus,1179551
Observed Data (JHU),CZ,2020-01-25,inc death,0,Czechia,10591323
Observed Data (JHU),CZ,2020-02-01,inc death,0,Czechia,10591323
Observed Data (JHU),CZ,2020-02-08,inc death,0,Czechia,10591323
Observed Data (JHU),CZ,2020-02-15,inc death,0,Czechia,10591323
Observed Data (JHU),CZ,2020-02-22,inc death,0,Czechia,10591323
Observed Data (JHU),CZ,2020-02-29,inc death,0,Czechia,10591323
Observed Data (JHU),CZ,2020-03-07,inc death,0,Czechia,10591323
Observed Data (JHU),CZ,2020-03-14,inc death,0,Czechia,10591323
Observed Data (JHU),CZ,2020-03-21,inc death,0,Czechia,10591323
Observed Data (JHU),CZ,2020-03-28,inc death,11,Czechia,10591323
Observed Data (JHU),CZ,2020-04-04,inc death,48,Czechia,10591323
Observed Data (JHU),CZ,2020-04-11,inc death,70,Czechia,10591323
Observed Data (JHU),CZ,2020-04-18,inc death,52,Czechia,10591323
Observed Data (JHU),CZ,2020-04-25,inc death,37,Czechia,10591323
Observed Data (JHU),CZ,2020-05-02,inc death,27,Czechia,10591323
Observed Data (JHU),CZ,2020-05-09,inc death,31,Czechia,10591323
Observed Data (JHU),CZ,2020-05-16,inc death,20,Czechia,10591323
Observed Data (JHU),CZ,2020-05-23,inc death,18,Czechia,10591323
Observed Data (JHU),CZ,2020-05-30,inc death,5,Czechia,10591323
Observed Data (JHU),CZ,2020-06-06,inc death,8,Czechia,10591323
Observed Data (JHU),CZ,2020-06-13,inc death,1,Czechia,10591323
Observed Data (JHU),CZ,2020-06-20,inc death,8,Czechia,10591323
Observed Data (JHU),CZ,2020-06-27,inc death,13,Czechia,10591323
Observed Data (JHU),CZ,2020-07-04,inc death,2,Czechia,10591323
Observed Data (JHU),CZ,2020-07-11,inc death,1,Czechia,10591323
Observed Data (JHU),CZ,2020-07-18,inc death,6,Czechia,10591323
Observed Data (JHU),CZ,2020-07-25,inc death,11,Czechia,10591323
Observed Data (JHU),CZ,2020-08-01,inc death,14,Czechia,10591323
Observed Data (JHU),CZ,2020-08-08,inc death,6,Czechia,10591323
Observed Data (JHU),CZ,2020-08-15,inc death,6,Czechia,10591323
Observed Data (JHU),CZ,2020-08-22,inc death,16,Czechia,10591323
Observed Data (JHU),CZ,2020-08-29,inc death,10,Czechia,10591323
Observed Data (JHU),CZ,2020-09-05,inc death,10,Czechia,10591323
Observed Data (JHU),CZ,2020-09-12,inc death,22,Czechia,10591323
Observed Data (JHU),CZ,2020-09-19,inc death,46,Czechia,10591323
Observed Data (JHU),CZ,2020-09-26,inc death,92,Czechia,10591323
Observed Data (JHU),CZ,2020-10-03,inc death,120,Czechia,10591323
Observed Data (JHU),CZ,2020-10-10,inc death,237,Czechia,10591323
Observed Data (JHU),CZ,2020-10-17,inc death,404,Czechia,10591323
Observed Data (JHU),CZ,2020-10-24,inc death,725,Czechia,10591323
Observed Data (JHU),CZ,2020-10-31,inc death,1174,Czechia,10591323
Observed Data (JHU),CZ,2020-11-07,inc death,1430,Czechia,10591323
Observed Data (JHU),CZ,2020-11-14,inc death,1377,Czechia,10591323
Observed Data (JHU),CZ,2020-11-21,inc death,1037,Czechia,10591323
Observed Data (JHU),CZ,2020-11-28,inc death,959,Czechia,10591323
Observed Data (JHU),CZ,2020-12-05,inc death,761,Czechia,10591323
Observed Data (JHU),CZ,2020-12-12,inc death,635,Czechia,10591323
Observed Data (JHU),CZ,2020-12-19,inc death,821,Czechia,10591323
