location,target_end_date,target_variable,value,scenario_id,origin_date,horizon,type,quantile
HR,2022-03-05,inc case,21692,B-2022-03-04,2022-02-26,1 wk,quantile,0.99
HR,2022-03-05,inc death,108,A-2022-03-04,2022-02-26,1 wk,quantile,0.01
HR,2022-03-05,inc death,123,A-2022-03-04,2022-02-26,1 wk,quantile,0.025
HR,2022-03-05,inc death,136,A-2022-03-04,2022-02-26,1 wk,quantile,0.05
HR,2022-03-05,inc death,150,A-2022-03-04,2022-02-26,1 wk,quantile,0.1
HR,2022-03-05,inc death,160,A-2022-03-04,2022-02-26,1 wk,quantile,0.15
HR,2022-03-05,inc death,168,A-2022-03-04,2022-02-26,1 wk,quantile,0.2
HR,2022-03-05,inc death,175,A-2022-03-04,2022-02-26,1 wk,quantile,0.25
HR,2022-03-05,inc death,181,A-2022-03-04,2022-02-26,1 wk,quantile,0.3
HR,2022-03-05,inc death,186,A-2022-03-04,2022-02-26,1 wk,quantile,0.35
HR,2022-03-05,inc death,192,A-2022-03-04,2022-02-26,1 wk,quantile,0.4
HR,2022-03-05,inc death,197,A-2022-03-04,2022-02-26,1 wk,quantile,0.45
HR,2022-03-05,inc death,202,A-2022-03-04,2022-02-26,1 wk,quantile,0.5
HR,2022-03-05,inc death,207,A-2022-03-04,2022-02-26,1 wk,quantile,0.55
HR,2022-03-05,inc death,212,A-2022-03-04,2022-02-26,1 wk,quantile,0.6
HR,2022-03-05,inc death,218,A-2022-03-04,2022-02-26,1 wk,quantile,0.65
HR,2022-03-05,inc death,223,A-2022-03-04,2022-02-26,1 wk,quantile,0.7
HR,2022-03-05,inc death,229,A-2022-03-04,2022-02-26,1 wk,quantile,0.75
HR,2022-03-05,inc death,236,A-2022-03-04,2022-02-26,1 wk,quantile,0.8
HR,2022-03-05,inc death,244,A-2022-03-04,2022-02-26,1 wk,quantile,0.85
HR,2022-03-05,inc death,254,A-2022-03-04,2022-02-26,1 wk,quantile,0.9
HR,2022-03-05,inc death,268,A-2022-03-04,2022-02-26,1 wk,quantile,0.95
HR,2022-03-05,inc death,281,A-2022-03-04,2022-02-26,1 wk,quantile,0.975
HR,2022-03-05,inc death,296,A-2022-03-04,2022-02-26,1 wk,quantile,0.99
HR,2022-03-05,inc death,132,B-2022-03-04,2022-02-26,1 wk,quantile,0.01
HR,2022-03-05,inc death,150,B-2022-03-04,2022-02-26,1 wk,quantile,0.025
HR,2022-03-05,inc death,165,B-2022-03-04,2022-02-26,1 wk,quantile,0.05
HR,2022-03-05,inc death,183,B-2022-03-04,2022-02-26,1 wk,quantile,0.1
HR,2022-03-05,inc death,195,B-2022-03-04,2022-02-26,1 wk,quantile,0.15
HR,2022-03-05,inc death,205,B-2022-03-04,2022-02-26,1 wk,quantile,0.2
HR,2022-03-05,inc death,213,B-2022-03-04,2022-02-26,1 wk,quantile,0.25
HR,2022-03-05,inc death,220,B-2022-03-04,2022-02-26,1 wk,quantile,0.3
HR,2022-03-05,inc death,227,B-2022-03-04,2022-02-26,1 wk,quantile,0.35
HR,2022-03-05,inc death,234,B-2022-03-04,2022-02-26,1 wk,quantile,0.4
HR,2022-03-05,inc death,240,B-2022-03-04,2022-02-26,1 wk,quantile,0.45
HR,2022-03-05,inc death,246,B-2022-03-04,2022-02-26,1 wk,quantile,0.5
HR,2022-03-05,inc death,252,B-2022-03-04,2022-02-26,1 wk,quantile,0.55
HR,2022-03-05,inc death,258,B-2022-03-04,2022-02-26,1 wk,quantile,0.6
HR,2022-03-05,inc death,265,B-2022-03-04,2022-02-26,1 wk,quantile,0.65
HR,2022-03-05,inc death,272,B-2022-03-04,2022-02-26,1 wk,quantile,0.7
HR,2022-03-05,inc death,279,B-2022-03-04,2022-02-26,1 wk,quantile,0.75
HR,2022-03-05,inc death,287,B-2022-03-04,2022-02-26,1 wk,quantile,0.8
HR,2022-03-05,inc death,297,B-2022-03-04,2022-02-26,1 wk,quantile,0.85
HR,2022-03-05,inc death,309,B-2022-03-04,2022-02-26,1 wk,quantile,0.9
HR,2022-03-05,inc death,327,B-2022-03-04,2022-02-26,1 wk,quantile,0.95
HR,2022-03-05,inc death,342,B-2022-03-04,2022-02-26,1 wk,quantile,0.975
HR,2022-03-05,inc death,360,B-2022-03-04,2022-02-26,1 wk,quantile,0.99
HR,2022-03-12,inc case,7051,B-2022-03-04,2022-02-26,2 wk,quantile,0.01
HR,2022-03-12,inc case,8017,B-2022-03-04,2022-02-26,2 wk,quantile,0.025
HR,2022-03-12,inc case,8848,B-2022-03-04,2022-02-26,2 wk,quantile,0.05
HR,2022-03-12,inc case,9806,B-2022-03-04,2022-02-26,2 wk,quantile,0.1
HR,2022-03-12,inc case,10453,B-2022-03-04,2022-02-26,2 wk,quantile,0.15
HR,2022-03-12,inc case,10966,B-2022-03-04,2022-02-26,2 wk,quantile,0.2
HR,2022-03-12,inc case,11407,B-2022-03-04,2022-02-26,2 wk,quantile,0.25
HR,2022-03-12,inc case,11803,B-2022-03-04,2022-02-26,2 wk,quantile,0.3
HR,2022-03-12,inc case,12170,B-2022-03-04,2022-02-26,2 wk,quantile,0.35
HR,2022-03-12,inc case,12518,B-2022-03-04,2022-02-26,2 wk,quantile,0.4
HR,2022-03-12,inc case,12855,B-2022-03-04,2022-02-26,2 wk,quantile,0.45
HR,2022-03-12,inc case,13186,B-2022-03-04,2022-02-26,2 wk,quantile,0.5
HR,2022-03-12,inc case,13517,B-2022-03-04,2022-02-26,2 wk,quantile,0.55
HR,2022-03-12,inc case,13854,B-2022-03-04,2022-02-26,2 wk,quantile,0.6
HR,2022-03-12,inc case,14202,B-2022-03-04,2022-02-26,2 wk,quantile,0.65
HR,2022-03-12,inc case,14569,B-2022-03-04,2022-02-26,2 wk,quantile,0.7
HR,2022-03-12,inc case,14965,B-2022-03-04,2022-02-26,2 wk,quantile,0.75
HR,2022-03-12,inc case,15406,B-2022-03-04,2022-02-26,2 wk,quantile,0.8
HR,2022-03-12,inc case,15919,B-2022-03-04,2022-02-26,2 wk,quantile,0.85
HR,2022-03-12,inc case,16566,B-2022-03-04,2022-02-26,2 wk,quantile,0.9
HR,2022-03-12,inc case,17524,B-2022-03-04,2022-02-26,2 wk,quantile,0.95
HR,2022-03-12,inc case,18355,B-2022-03-04,2022-02-26,2 wk,quantile,0.975
HR,2022-03-12,inc case,19321,B-2022-03-04,2022-02-26,2 wk,quantile,0.99
HR,2022-03-12,inc case,7555,A-2022-03-04,2022-02-26,2 wk,quantile,0.01
HR,2022-03-12,inc case,8591,A-2022-03-04,2022-02-26,2 wk,quantile,0.025
HR,2022-03-12,inc case,9481,A-2022-03-04,2022-02-26,2 wk,quantile,0.05
HR,2022-03-12,inc case,10508,A-2022-03-04,2022-02-26,2 wk,quantile,0.1
HR,2022-03-12,inc case,11200,A-2022-03-04,2022-02-26,2 wk,quantile,0.15
HR,2022-03-12,inc case,11751,A-2022-03-04,2022-02-26,2 wk,quantile,0.2
HR,2022-03-12,inc case,12223,A-2022-03-04,2022-02-26,2 wk,quantile,0.25
HR,2022-03-12,inc case,12647,A-2022-03-04,2022-02-26,2 wk,quantile,0.3
HR,2022-03-12,inc case,13040,A-2022-03-04,2022-02-26,2 wk,quantile,0.35
HR,2022-03-12,inc case,13413,A-2022-03-04,2022-02-26,2 wk,quantile,0.4
HR,2022-03-12,inc case,13774,A-2022-03-04,2022-02-26,2 wk,quantile,0.45
HR,2022-03-12,inc case,14129,A-2022-03-04,2022-02-26,2 wk,quantile,0.5
HR,2022-03-12,inc case,14484,A-2022-03-04,2022-02-26,2 wk,quantile,0.55
HR,2022-03-12,inc case,14845,A-2022-03-04,2022-02-26,2 wk,quantile,0.6
HR,2022-03-12,inc case,15218,A-2022-03-04,2022-02-26,2 wk,quantile,0.65
HR,2022-03-12,inc case,15611,A-2022-03-04,2022-02-26,2 wk,quantile,0.7
HR,2022-03-12,inc case,16035,A-2022-03-04,2022-02-26,2 wk,quantile,0.75
HR,2022-03-12,inc case,16507,A-2022-03-04,2022-02-26,2 wk,quantile,0.8
HR,2022-03-12,inc case,17058,A-2022-03-04,2022-02-26,2 wk,quantile,0.85
HR,2022-03-12,inc case,17750,A-2022-03-04,2022-02-26,2 wk,quantile,0.9
HR,2022-03-12,inc case,18777,A-2022-03-04,2022-02-26,2 wk,quantile,0.95
HR,2022-03-12,inc case,19667,A-2022-03-04,2022-02-26,2 wk,quantile,0.975
HR,2022-03-12,inc case,20703,A-2022-03-04,2022-02-26,2 wk,quantile,0.99
HR,2022-03-12,inc death,117,B-2022-03-04,2022-02-26,2 wk,quantile,0.01
HR,2022-03-12,inc death,133,B-2022-03-04,2022-02-26,2 wk,quantile,0.025
HR,2022-03-12,inc death,147,B-2022-03-04,2022-02-26,2 wk,quantile,0.05
HR,2022-03-12,inc death,163,B-2022-03-04,2022-02-26,2 wk,quantile,0.1
HR,2022-03-12,inc death,174,B-2022-03-04,2022-02-26,2 wk,quantile,0.15
HR,2022-03-12,inc death,182,B-2022-03-04,2022-02-26,2 wk,quantile,0.2
HR,2022-03-12,inc death,189,B-2022-03-04,2022-02-26,2 wk,quantile,0.25
HR,2022-03-12,inc death,196,B-2022-03-04,2022-02-26,2 wk,quantile,0.3
HR,2022-03-12,inc death,202,B-2022-03-04,2022-02-26,2 wk,quantile,0.35
HR,2022-03-12,inc death,208,B-2022-03-04,2022-02-26,2 wk,quantile,0.4
HR,2022-03-12,inc death,213,B-2022-03-04,2022-02-26,2 wk,quantile,0.45
HR,2022-03-12,inc death,219,B-2022-03-04,2022-02-26,2 wk,quantile,0.5
HR,2022-03-12,inc death,225,B-2022-03-04,2022-02-26,2 wk,quantile,0.55
HR,2022-03-12,inc death,230,B-2022-03-04,2022-02-26,2 wk,quantile,0.6
HR,2022-03-12,inc death,236,B-2022-03-04,2022-02-26,2 wk,quantile,0.65
HR,2022-03-12,inc death,242,B-2022-03-04,2022-02-26,2 wk,quantile,0.7
HR,2022-03-12,inc death,249,B-2022-03-04,2022-02-26,2 wk,quantile,0.75
HR,2022-03-12,inc death,256,B-2022-03-04,2022-02-26,2 wk,quantile,0.8
HR,2022-03-12,inc death,264,B-2022-03-04,2022-02-26,2 wk,quantile,0.85
HR,2022-03-12,inc death,275,B-2022-03-04,2022-02-26,2 wk,quantile,0.9
HR,2022-03-12,inc death,291,B-2022-03-04,2022-02-26,2 wk,quantile,0.95
HR,2022-03-12,inc death,305,B-2022-03-04,2022-02-26,2 wk,quantile,0.975
HR,2022-03-12,inc death,321,B-2022-03-04,2022-02-26,2 wk,quantile,0.99
HR,2022-03-12,inc death,126,A-2022-03-04,2022-02-26,2 wk,quantile,0.01
HR,2022-03-12,inc death,143,A-2022-03-04,2022-02-26,2 wk,quantile,0.025
HR,2022-03-12,inc death,158,A-2022-03-04,2022-02-26,2 wk,quantile,0.05
HR,2022-03-12,inc death,175,A-2022-03-04,2022-02-26,2 wk,quantile,0.1
HR,2022-03-12,inc death,186,A-2022-03-04,2022-02-26,2 wk,quantile,0.15
HR,2022-03-12,inc death,195,A-2022-03-04,2022-02-26,2 wk,quantile,0.2
HR,2022-03-12,inc death,203,A-2022-03-04,2022-02-26,2 wk,quantile,0.25
HR,2022-03-12,inc death,210,A-2022-03-04,2022-02-26,2 wk,quantile,0.3
HR,2022-03-12,inc death,217,A-2022-03-04,2022-02-26,2 wk,quantile,0.35
HR,2022-03-12,inc death,223,A-2022-03-04,2022-02-26,2 wk,quantile,0.4
HR,2022-03-12,inc death,229,A-2022-03-04,2022-02-26,2 wk,quantile,0.45
HR,2022-03-12,inc death,235,A-2022-03-04,2022-02-26,2 wk,quantile,0.5
HR,2022-03-12,inc death,241,A-2022-03-04,2022-02-26,2 wk,quantile,0.55
HR,2022-03-12,inc death,247,A-2022-03-04,2022-02-26,2 wk,quantile,0.6
HR,2022-03-12,inc death,253,A-2022-03-04,2022-02-26,2 wk,quantile,0.65
HR,2022-03-12,inc death,260,A-2022-03-04,2022-02-26,2 wk,quantile,0.7
HR,2022-03-12,inc death,267,A-2022-03-04,2022-02-26,2 wk,quantile,0.75
HR,2022-03-12,inc death,275,A-2022-03-04,2022-02-26,2 wk,quantile,0.8
HR,2022-03-12,inc death,284,A-2022-03-04,2022-02-26,2 wk,quantile,0.85
HR,2022-03-12,inc death,295,A-2022-03-04,2022-02-26,2 wk,quantile,0.9
HR,2022-03-12,inc death,312,A-2022-03-04,2022-02-26,2 wk,quantile,0.95
HR,2022-03-12,inc death,327,A-2022-03-04,2022-02-26,2 wk,quantile,0.975
HR,2022-03-12,inc death,344,A-2022-03-04,2022-02-26,2 wk,quantile,0.99
HU,2022-03-05,inc case,14777,A-2022-03-04,2022-02-26,1 wk,quantile,0.01
HU,2022-03-05,inc case,16802,A-2022-03-04,2022-02-26,1 wk,quantile,0.025
HU,2022-03-05,inc case,18544,A-2022-03-04,2022-02-26,1 wk,quantile,0.05
HU,2022-03-05,inc case,20552,A-2022-03-04,2022-02-26,1 wk,quantile,0.1
HU,2022-03-05,inc case,21907,A-2022-03-04,2022-02-26,1 wk,quantile,0.15
HU,2022-03-05,inc case,22983,A-2022-03-04,2022-02-26,1 wk,quantile,0.2
HU,2022-03-05,inc case,23907,A-2022-03-04,2022-02-26,1 wk,quantile,0.25
HU,2022-03-05,inc case,24737,A-2022-03-04,2022-02-26,1 wk,quantile,0.3
HU,2022-03-05,inc case,25505,A-2022-03-04,2022-02-26,1 wk,quantile,0.35
HU,2022-03-05,inc case,26235,A-2022-03-04,2022-02-26,1 wk,quantile,0.4
HU,2022-03-05,inc case,26940,A-2022-03-04,2022-02-26,1 wk,quantile,0.45
HU,2022-03-05,inc case,27635,A-2022-03-04,2022-02-26,1 wk,quantile,0.5
HU,2022-03-05,inc case,28330,A-2022-03-04,2022-02-26,1 wk,quantile,0.55
HU,2022-03-05,inc case,29035,A-2022-03-04,2022-02-26,1 wk,quantile,0.6
HU,2022-03-05,inc case,29765,A-2022-03-04,2022-02-26,1 wk,quantile,0.65
HU,2022-03-05,inc case,30533,A-2022-03-04,2022-02-26,1 wk,quantile,0.7
HU,2022-03-05,inc case,31363,A-2022-03-04,2022-02-26,1 wk,quantile,0.75
HU,2022-03-05,inc case,32287,A-2022-03-04,2022-02-26,1 wk,quantile,0.8
HU,2022-03-05,inc case,33363,A-2022-03-04,2022-02-26,1 wk,quantile,0.85
HU,2022-03-05,inc case,34718,A-2022-03-04,2022-02-26,1 wk,quantile,0.9
HU,2022-03-05,inc case,36726,A-2022-03-04,2022-02-26,1 wk,quantile,0.95
HU,2022-03-05,inc case,38468,A-2022-03-04,2022-02-26,1 wk,quantile,0.975
HU,2022-03-05,inc case,40493,A-2022-03-04,2022-02-26,1 wk,quantile,0.99
HU,2022-03-05,inc case,17990,B-2022-03-04,2022-02-26,1 wk,quantile,0.01
HU,2022-03-05,inc case,20455,B-2022-03-04,2022-02-26,1 wk,quantile,0.025
HU,2022-03-05,inc case,22575,B-2022-03-04,2022-02-26,1 wk,quantile,0.05
HU,2022-03-05,inc case,25020,B-2022-03-04,2022-02-26,1 wk,quantile,0.1
HU,2022-03-05,inc case,26669,B-2022-03-04,2022-02-26,1 wk,quantile,0.15
HU,2022-03-05,inc case,27980,B-2022-03-04,2022-02-26,1 wk,quantile,0.2
HU,2022-03-05,inc case,29105,B-2022-03-04,2022-02-26,1 wk,quantile,0.25
HU,2022-03-05,inc case,30115,B-2022-03-04,2022-02-26,1 wk,quantile,0.3
HU,2022-03-05,inc case,31050,B-2022-03-04,2022-02-26,1 wk,quantile,0.35
HU,2022-03-05,inc case,31938,B-2022-03-04,2022-02-26,1 wk,quantile,0.4
HU,2022-03-05,inc case,32797,B-2022-03-04,2022-02-26,1 wk,quantile,0.45
HU,2022-03-05,inc case,33643,B-2022-03-04,2022-02-26,1 wk,quantile,0.5
HU,2022-03-05,inc case,34489,B-2022-03-04,2022-02-26,1 wk,quantile,0.55
HU,2022-03-05,inc case,35348,B-2022-03-04,2022-02-26,1 wk,quantile,0.6
HU,2022-03-05,inc case,36236,B-2022-03-04,2022-02-26,1 wk,quantile,0.65
HU,2022-03-05,inc case,37171,B-2022-03-04,2022-02-26,1 wk,quantile,0.7
HU,2022-03-05,inc case,38181,B-2022-03-04,2022-02-26,1 wk,quantile,0.75
HU,2022-03-05,inc case,39306,B-2022-03-04,2022-02-26,1 wk,quantile,0.8
HU,2022-03-05,inc case,40617,B-2022-03-04,2022-02-26,1 wk,quantile,0.85
HU,2022-03-05,inc case,42266,B-2022-03-04,2022-02-26,1 wk,quantile,0.9
HU,2022-03-05,inc case,44711,B-2022-03-04,2022-02-26,1 wk,quantile,0.95
HU,2022-03-05,inc case,46831,B-2022-03-04,2022-02-26,1 wk,quantile,0.975
HU,2022-03-05,inc case,49296,B-2022-03-04,2022-02-26,1 wk,quantile,0.99
HU,2022-03-05,inc death,310,A-2022-03-04,2022-02-26,1 wk,quantile,0.01
HU,2022-03-05,inc death,352,A-2022-03-04,2022-02-26,1 wk,quantile,0.025
HU,2022-03-05,inc death,389,A-2022-03-04,2022-02-26,1 wk,quantile,0.05
HU,2022-03-05,inc death,431,A-2022-03-04,2022-02-26,1 wk,quantile,0.1
HU,2022-03-05,inc death,459,A-2022-03-04,2022-02-26,1 wk,quantile,0.15
HU,2022-03-05,inc death,482,A-2022-03-04,2022-02-26,1 wk,quantile,0.2
HU,2022-03-05,inc death,501,A-2022-03-04,2022-02-26,1 wk,quantile,0.25
HU,2022-03-05,inc death,518,A-2022-03-04,2022-02-26,1 wk,quantile,0.3
HU,2022-03-05,inc death,534,A-2022-03-04,2022-02-26,1 wk,quantile,0.35
HU,2022-03-05,inc death,550,A-2022-03-04,2022-02-26,1 wk,quantile,0.4
HU,2022-03-05,inc death,564,A-2022-03-04,2022-02-26,1 wk,quantile,0.45
HU,2022-03-05,inc death,579,A-2022-03-04,2022-02-26,1 wk,quantile,0.5
HU,2022-03-05,inc death,594,A-2022-03-04,2022-02-26,1 wk,quantile,0.55
HU,2022-03-05,inc death,608,A-2022-03-04,2022-02-26,1 wk,quantile,0.6
HU,2022-03-05,inc death,624,A-2022-03-04,2022-02-26,1 wk,quantile,0.65
HU,2022-03-05,inc death,640,A-2022-03-04,2022-02-26,1 wk,quantile,0.7
HU,2022-03-05,inc death,657,A-2022-03-04,2022-02-26,1 wk,quantile,0.75
HU,2022-03-05,inc death,676,A-2022-03-04,2022-02-26,1 wk,quantile,0.8
HU,2022-03-05,inc death,699,A-2022-03-04,2022-02-26,1 wk,quantile,0.85
HU,2022-03-05,inc death,727,A-2022-03-04,2022-02-26,1 wk,quantile,0.9
HU,2022-03-05,inc death,769,A-2022-03-04,2022-02-26,1 wk,quantile,0.95
HU,2022-03-05,inc death,806,A-2022-03-04,2022-02-26,1 wk,quantile,0.975
HU,2022-03-05,inc death,848,A-2022-03-04,2022-02-26,1 wk,quantile,0.99
HU,2022-03-05,inc death,377,B-2022-03-04,2022-02-26,1 wk,quantile,0.01
HU,2022-03-05,inc death,429,B-2022-03-04,2022-02-26,1 wk,quantile,0.025
HU,2022-03-05,inc death,473,B-2022-03-04,2022-02-26,1 wk,quantile,0.05
HU,2022-03-05,inc death,524,B-2022-03-04,2022-02-26,1 wk,quantile,0.1
HU,2022-03-05,inc death,559,B-2022-03-04,2022-02-26,1 wk,quantile,0.15
HU,2022-03-05,inc death,586,B-2022-03-04,2022-02-26,1 wk,quantile,0.2
HU,2022-03-05,inc death,610,B-2022-03-04,2022-02-26,1 wk,quantile,0.25
HU,2022-03-05,inc death,631,B-2022-03-04,2022-02-26,1 wk,quantile,0.3
HU,2022-03-05,inc death,651,B-2022-03-04,2022-02-26,1 wk,quantile,0.35
HU,2022-03-05,inc death,669,B-2022-03-04,2022-02-26,1 wk,quantile,0.4
HU,2022-03-05,inc death,687,B-2022-03-04,2022-02-26,1 wk,quantile,0.45
HU,2022-03-05,inc death,705,B-2022-03-04,2022-02-26,1 wk,quantile,0.5
HU,2022-03-05,inc death,723,B-2022-03-04,2022-02-26,1 wk,quantile,0.55
HU,2022-03-05,inc death,741,B-2022-03-04,2022-02-26,1 wk,quantile,0.6
HU,2022-03-05,inc death,759,B-2022-03-04,2022-02-26,1 wk,quantile,0.65
HU,2022-03-05,inc death,779,B-2022-03-04,2022-02-26,1 wk,quantile,0.7
HU,2022-03-05,inc death,800,B-2022-03-04,2022-02-26,1 wk,quantile,0.75
HU,2022-03-05,inc death,824,B-2022-03-04,2022-02-26,1 wk,quantile,0.8
HU,2022-03-05,inc death,851,B-2022-03-04,2022-02-26,1 wk,quantile,0.85
HU,2022-03-05,inc death,886,B-2022-03-04,2022-02-26,1 wk,quantile,0.9
HU,2022-03-05,inc death,937,B-2022-03-04,2022-02-26,1 wk,quantile,0.95
HU,2022-03-05,inc death,981,B-2022-03-04,2022-02-26,1 wk,quantile,0.975
HU,2022-03-05,inc death,1033,B-2022-03-04,2022-02-26,1 wk,quantile,0.99
HU,2022-03-12,inc case,16024,B-2022-03-04,2022-02-26,2 wk,quantile,0.01
HU,2022-03-12,inc case,18220,B-2022-03-04,2022-02-26,2 wk,quantile,0.025
HU,2022-03-12,inc case,20108,B-2022-03-04,2022-02-26,2 wk,quantile,0.05
HU,2022-03-12,inc case,22285,B-2022-03-04,2022-02-26,2 wk,quantile,0.1
HU,2022-03-12,inc case,23754,B-2022-03-04,2022-02-26,2 wk,quantile,0.15
HU,2022-03-12,inc case,24922,B-2022-03-04,2022-02-26,2 wk,quantile,0.2
HU,2022-03-12,inc case,25924,B-2022-03-04,2022-02-26,2 wk,quantile,0.25
HU,2022-03-12,inc case,26823,B-2022-03-04,2022-02-26,2 wk,quantile,0.3
HU,2022-03-12,inc case,27657,B-2022-03-04,2022-02-26,2 wk,quantile,0.35
HU,2022-03-12,inc case,28448,B-2022-03-04,2022-02-26,2 wk,quantile,0.4
HU,2022-03-12,inc case,29213,B-2022-03-04,2022-02-26,2 wk,quantile,0.45
HU,2022-03-12,inc case,29966,B-2022-03-04,2022-02-26,2 wk,quantile,0.5
HU,2022-03-12,inc case,30719,B-2022-03-04,2022-02-26,2 wk,quantile,0.55
HU,2022-03-12,inc case,31484,B-2022-03-04,2022-02-26,2 wk,quantile,0.6
HU,2022-03-12,inc case,32275,B-2022-03-04,2022-02-26,2 wk,quantile,0.65
HU,2022-03-12,inc case,33109,B-2022-03-04,2022-02-26,2 wk,quantile,0.7
HU,2022-03-12,inc case,34008,B-2022-03-04,2022-02-26,2 wk,quantile,0.75
HU,2022-03-12,inc case,35010,B-2022-03-04,2022-02-26,2 wk,quantile,0.8
HU,2022-03-12,inc case,36178,B-2022-03-04,2022-02-26,2 wk,quantile,0.85
HU,2022-03-12,inc case,37647,B-2022-03-04,2022-02-26,2 wk,quantile,0.9
HU,2022-03-12,inc case,39824,B-2022-03-04,2022-02-26,2 wk,quantile,0.95
HU,2022-03-12,inc case,41712,B-2022-03-04,2022-02-26,2 wk,quantile,0.975
HU,2022-03-12,inc case,43908,B-2022-03-04,2022-02-26,2 wk,quantile,0.99
HU,2022-03-12,inc case,17170,A-2022-03-04,2022-02-26,2 wk,quantile,0.01
HU,2022-03-12,inc case,19523,A-2022-03-04,2022-02-26,2 wk,quantile,0.025
HU,2022-03-12,inc case,21547,A-2022-03-04,2022-02-26,2 wk,quantile,0.05
HU,2022-03-12,inc case,23880,A-2022-03-04,2022-02-26,2 wk,quantile,0.1
HU,2022-03-12,inc case,25454,A-2022-03-04,2022-02-26,2 wk,quantile,0.15
HU,2022-03-12,inc case,26705,A-2022-03-04,2022-02-26,2 wk,quantile,0.2
HU,2022-03-12,inc case,27778,A-2022-03-04,2022-02-26,2 wk,quantile,0.25
HU,2022-03-12,inc case,28742,A-2022-03-04,2022-02-26,2 wk,quantile,0.3
HU,2022-03-12,inc case,29635,A-2022-03-04,2022-02-26,2 wk,quantile,0.35
HU,2022-03-12,inc case,30483,A-2022-03-04,2022-02-26,2 wk,quantile,0.4
HU,2022-03-12,inc case,31303,A-2022-03-04,2022-02-26,2 wk,quantile,0.45
HU,2022-03-12,inc case,32110,A-2022-03-04,2022-02-26,2 wk,quantile,0.5
HU,2022-03-12,inc case,32917,A-2022-03-04,2022-02-26,2 wk,quantile,0.55
HU,2022-03-12,inc case,33737,A-2022-03-04,2022-02-26,2 wk,quantile,0.6
HU,2022-03-12,inc case,34585,A-2022-03-04,2022-02-26,2 wk,quantile,0.65
HU,2022-03-12,inc case,35478,A-2022-03-04,2022-02-26,2 wk,quantile,0.7
HU,2022-03-12,inc case,36442,A-2022-03-04,2022-02-26,2 wk,quantile,0.75
HU,2022-03-12,inc case,37515,A-2022-03-04,2022-02-26,2 wk,quantile,0.8
HU,2022-03-12,inc case,38766,A-2022-03-04,2022-02-26,2 wk,quantile,0.85
HU,2022-03-12,inc case,40340,A-2022-03-04,2022-02-26,2 wk,quantile,0.9
HU,2022-03-12,inc case,42673,A-2022-03-04,2022-02-26,2 wk,quantile,0.95
HU,2022-03-12,inc case,44697,A-2022-03-04,2022-02-26,2 wk,quantile,0.975
HU,2022-03-12,inc case,47050,A-2022-03-04,2022-02-26,2 wk,quantile,0.99
HU,2022-03-12,inc death,336,B-2022-03-04,2022-02-26,2 wk,quantile,0.01
HU,2022-03-12,inc death,382,B-2022-03-04,2022-02-26,2 wk,quantile,0.025
HU,2022-03-12,inc death,421,B-2022-03-04,2022-02-26,2 wk,quantile,0.05
HU,2022-03-12,inc death,467,B-2022-03-04,2022-02-26,2 wk,quantile,0.1
HU,2022-03-12,inc death,498,B-2022-03-04,2022-02-26,2 wk,quantile,0.15
HU,2022-03-12,inc death,522,B-2022-03-04,2022-02-26,2 wk,quantile,0.2
HU,2022-03-12,inc death,543,B-2022-03-04,2022-02-26,2 wk,quantile,0.25
HU,2022-03-12,inc death,562,B-2022-03-04,2022-02-26,2 wk,quantile,0.3
HU,2022-03-12,inc death,580,B-2022-03-04,2022-02-26,2 wk,quantile,0.35
HU,2022-03-12,inc death,596,B-2022-03-04,2022-02-26,2 wk,quantile,0.4
HU,2022-03-12,inc death,612,B-2022-03-04,2022-02-26,2 wk,quantile,0.45
HU,2022-03-12,inc death,628,B-2022-03-04,2022-02-26,2 wk,quantile,0.5
HU,2022-03-12,inc death,644,B-2022-03-04,2022-02-26,2 wk,quantile,0.55
HU,2022-03-12,inc death,660,B-2022-03-04,2022-02-26,2 wk,quantile,0.6
HU,2022-03-12,inc death,676,B-2022-03-04,2022-02-26,2 wk,quantile,0.65
HU,2022-03-12,inc death,694,B-2022-03-04,2022-02-26,2 wk,quantile,0.7
HU,2022-03-12,inc death,713,B-2022-03-04,2022-02-26,2 wk,quantile,0.75
HU,2022-03-12,inc death,734,B-2022-03-04,2022-02-26,2 wk,quantile,0.8
HU,2022-03-12,inc death,758,B-2022-03-04,2022-02-26,2 wk,quantile,0.85
HU,2022-03-12,inc death,789,B-2022-03-04,2022-02-26,2 wk,quantile,0.9
HU,2022-03-12,inc death,835,B-2022-03-04,2022-02-26,2 wk,quantile,0.95
HU,2022-03-12,inc death,874,B-2022-03-04,2022-02-26,2 wk,quantile,0.975
HU,2022-03-12,inc death,920,B-2022-03-04,2022-02-26,2 wk,quantile,0.99
HU,2022-03-12,inc death,360,A-2022-03-04,2022-02-26,2 wk,quantile,0.01
HU,2022-03-12,inc death,409,A-2022-03-04,2022-02-26,2 wk,quantile,0.025
HU,2022-03-12,inc death,452,A-2022-03-04,2022-02-26,2 wk,quantile,0.05
HU,2022-03-12,inc death,501,A-2022-03-04,2022-02-26,2 wk,quantile,0.1
HU,2022-03-12,inc death,533,A-2022-03-04,2022-02-26,2 wk,quantile,0.15
HU,2022-03-12,inc death,560,A-2022-03-04,2022-02-26,2 wk,quantile,0.2
HU,2022-03-12,inc death,582,A-2022-03-04,2022-02-26,2 wk,quantile,0.25
