"","horizon","age_id","scenario_id","sample","location","target_variable","value"
"17616","28 wk","older","D",66,"LI","inc infection",0
"17617","28 wk","older","D",67,"LI","inc infection",0
"17618","28 wk","older","D",68,"LI","inc infection",0
"17619","28 wk","older","D",69,"LI","inc infection",0
"17620","28 wk","older","D",70,"LI","inc infection",0
"17621","28 wk","older","D",71,"LI","inc infection",0
"17622","28 wk","older","D",72,"LI","inc infection",0
"17623","28 wk","older","D",73,"LI","inc infection",0
"17624","28 wk","older","D",74,"LI","inc infection",0
"17625","28 wk","older","D",75,"LI","inc infection",0
"17626","28 wk","older","D",76,"LI","inc infection",0
"17627","28 wk","older","D",77,"LI","inc infection",0
"17628","28 wk","older","D",78,"LI","inc infection",0
"17629","28 wk","older","D",79,"LI","inc infection",0
"17630","28 wk","older","D",80,"LI","inc infection",0
"17631","28 wk","older","D",81,"LI","inc infection",0
"17632","28 wk","older","D",82,"LI","inc infection",0
"17633","28 wk","older","D",83,"LI","inc infection",0
"17634","28 wk","older","D",84,"LI","inc infection",0
"17635","28 wk","older","D",85,"LI","inc infection",0
"17636","28 wk","older","D",86,"LI","inc infection",0
"17637","28 wk","older","D",87,"LI","inc infection",0
"17638","28 wk","older","D",88,"LI","inc infection",0
"17639","28 wk","older","D",89,"LI","inc infection",0
"17640","28 wk","older","D",90,"LI","inc infection",0
"17641","29 wk","adult","A",1,"LI","inc infection",0
"17642","29 wk","adult","A",2,"LI","inc infection",0
"17643","29 wk","adult","A",3,"LI","inc infection",0
"17644","29 wk","adult","A",4,"LI","inc infection",0
"17645","29 wk","adult","A",5,"LI","inc infection",0
"17646","29 wk","adult","A",6,"LI","inc infection",0
"17647","29 wk","adult","A",7,"LI","inc infection",0
"17648","29 wk","adult","A",8,"LI","inc infection",0
"17649","29 wk","adult","A",19,"LI","inc infection",0
"17650","29 wk","adult","A",20,"LI","inc infection",0
"17651","29 wk","adult","A",21,"LI","inc infection",0
"17652","29 wk","adult","A",22,"LI","inc infection",0
"17653","29 wk","adult","A",23,"LI","inc infection",0
"17654","29 wk","adult","A",24,"LI","inc infection",0
"17655","29 wk","adult","A",25,"LI","inc infection",0
"17656","29 wk","adult","A",26,"LI","inc infection",0
"17657","29 wk","adult","A",37,"LI","inc infection",0
"17658","29 wk","adult","A",38,"LI","inc infection",0
"17659","29 wk","adult","A",39,"LI","inc infection",0
"17660","29 wk","adult","A",40,"LI","inc infection",0
"17661","29 wk","adult","A",41,"LI","inc infection",0
"17662","29 wk","adult","A",42,"LI","inc infection",0
"17663","29 wk","adult","A",43,"LI","inc infection",0
"17664","29 wk","adult","A",44,"LI","inc infection",0
"17665","29 wk","adult","A",55,"LI","inc infection",0
"17666","29 wk","adult","A",56,"LI","inc infection",0
"17667","29 wk","adult","A",57,"LI","inc infection",0
"17668","29 wk","adult","A",58,"LI","inc infection",0
"17669","29 wk","adult","A",59,"LI","inc infection",0
"17670","29 wk","adult","A",60,"LI","inc infection",0
"17671","29 wk","adult","A",61,"LI","inc infection",0
"17672","29 wk","adult","A",62,"LI","inc infection",0
"17673","29 wk","adult","A",73,"LI","inc infection",0
"17674","29 wk","adult","A",74,"LI","inc infection",0
"17675","29 wk","adult","A",75,"LI","inc infection",0
"17676","29 wk","adult","A",76,"LI","inc infection",0
"17677","29 wk","adult","A",77,"LI","inc infection",0
"17678","29 wk","adult","A",78,"LI","inc infection",0
"17679","29 wk","adult","A",79,"LI","inc infection",0
"17680","29 wk","adult","A",80,"LI","inc infection",0
"17681","29 wk","adult","B",1,"LI","inc infection",0
"17682","29 wk","adult","B",2,"LI","inc infection",0
"17683","29 wk","adult","B",3,"LI","inc infection",0
"17684","29 wk","adult","B",4,"LI","inc infection",0
"17685","29 wk","adult","B",5,"LI","inc infection",0
"17686","29 wk","adult","B",6,"LI","inc infection",0
"17687","29 wk","adult","B",7,"LI","inc infection",0
"17688","29 wk","adult","B",8,"LI","inc infection",0
"17689","29 wk","adult","B",19,"LI","inc infection",0
"17690","29 wk","adult","B",20,"LI","inc infection",0
"17691","29 wk","adult","B",21,"LI","inc infection",0
"17692","29 wk","adult","B",22,"LI","inc infection",0
"17693","29 wk","adult","B",23,"LI","inc infection",0
"17694","29 wk","adult","B",24,"LI","inc infection",0
"17695","29 wk","adult","B",25,"LI","inc infection",0
"17696","29 wk","adult","B",26,"LI","inc infection",0
"17697","29 wk","adult","B",37,"LI","inc infection",0
"17698","29 wk","adult","B",38,"LI","inc infection",0
"17699","29 wk","adult","B",39,"LI","inc infection",0
"17700","29 wk","adult","B",40,"LI","inc infection",0
"17701","29 wk","adult","B",41,"LI","inc infection",0
"17702","29 wk","adult","B",42,"LI","inc infection",0
"17703","29 wk","adult","B",43,"LI","inc infection",0
"17704","29 wk","adult","B",44,"LI","inc infection",0
"17705","29 wk","adult","B",55,"LI","inc infection",0
"17706","29 wk","adult","B",56,"LI","inc infection",0
"17707","29 wk","adult","B",57,"LI","inc infection",0
"17708","29 wk","adult","B",58,"LI","inc infection",0
"17709","29 wk","adult","B",59,"LI","inc infection",0
"17710","29 wk","adult","B",60,"LI","inc infection",0
"17711","29 wk","adult","B",61,"LI","inc infection",0
"17712","29 wk","adult","B",62,"LI","inc infection",0
"17713","29 wk","adult","B",73,"LI","inc infection",0
"17714","29 wk","adult","B",74,"LI","inc infection",0
"17715","29 wk","adult","B",75,"LI","inc infection",0
"17716","29 wk","adult","B",76,"LI","inc infection",0
"17717","29 wk","adult","B",77,"LI","inc infection",0
"17718","29 wk","adult","B",78,"LI","inc infection",0
"17719","29 wk","adult","B",79,"LI","inc infection",0
"17720","29 wk","adult","B",80,"LI","inc infection",0
"17721","29 wk","adult","C",1,"LI","inc infection",0
"17722","29 wk","adult","C",2,"LI","inc infection",0
"17723","29 wk","adult","C",3,"LI","inc infection",0
"17724","29 wk","adult","C",4,"LI","inc infection",0
"17725","29 wk","adult","C",5,"LI","inc infection",0
"17726","29 wk","adult","C",6,"LI","inc infection",0
"17727","29 wk","adult","C",7,"LI","inc infection",0
"17728","29 wk","adult","C",8,"LI","inc infection",0
"17729","29 wk","adult","C",19,"LI","inc infection",0
"17730","29 wk","adult","C",20,"LI","inc infection",0
"17731","29 wk","adult","C",21,"LI","inc infection",0
"17732","29 wk","adult","C",22,"LI","inc infection",0
"17733","29 wk","adult","C",23,"LI","inc infection",0
"17734","29 wk","adult","C",24,"LI","inc infection",0
"17735","29 wk","adult","C",25,"LI","inc infection",0
"17736","29 wk","adult","C",26,"LI","inc infection",0
"17737","29 wk","adult","C",37,"LI","inc infection",0
"17738","29 wk","adult","C",38,"LI","inc infection",0
"17739","29 wk","adult","C",39,"LI","inc infection",0
"17740","29 wk","adult","C",40,"LI","inc infection",0
"17741","29 wk","adult","C",41,"LI","inc infection",0
"17742","29 wk","adult","C",42,"LI","inc infection",0
"17743","29 wk","adult","C",43,"LI","inc infection",0
"17744","29 wk","adult","C",44,"LI","inc infection",0
"17745","29 wk","adult","C",55,"LI","inc infection",0
"17746","29 wk","adult","C",56,"LI","inc infection",0
"17747","29 wk","adult","C",57,"LI","inc infection",0
"17748","29 wk","adult","C",58,"LI","inc infection",0
"17749","29 wk","adult","C",59,"LI","inc infection",0
"17750","29 wk","adult","C",60,"LI","inc infection",0
"17751","29 wk","adult","C",61,"LI","inc infection",0
"17752","29 wk","adult","C",62,"LI","inc infection",0
"17753","29 wk","adult","C",73,"LI","inc infection",0
"17754","29 wk","adult","C",74,"LI","inc infection",0
"17755","29 wk","adult","C",75,"LI","inc infection",0
"17756","29 wk","adult","C",76,"LI","inc infection",0
"17757","29 wk","adult","C",77,"LI","inc infection",0
"17758","29 wk","adult","C",78,"LI","inc infection",0
"17759","29 wk","adult","C",79,"LI","inc infection",0
"17760","29 wk","adult","C",80,"LI","inc infection",0
"17761","29 wk","adult","D",1,"LI","inc infection",0
"17762","29 wk","adult","D",2,"LI","inc infection",0
"17763","29 wk","adult","D",3,"LI","inc infection",0
"17764","29 wk","adult","D",4,"LI","inc infection",0
"17765","29 wk","adult","D",5,"LI","inc infection",0
"17766","29 wk","adult","D",6,"LI","inc infection",0
"17767","29 wk","adult","D",7,"LI","inc infection",0
"17768","29 wk","adult","D",8,"LI","inc infection",0
"17769","29 wk","adult","D",9,"LI","inc infection",0
"17770","29 wk","adult","D",10,"LI","inc infection",0
"17771","29 wk","adult","D",11,"LI","inc infection",0
"17772","29 wk","adult","D",12,"LI","inc infection",0
"17773","29 wk","adult","D",13,"LI","inc infection",0
"17774","29 wk","adult","D",14,"LI","inc infection",0
"17775","29 wk","adult","D",15,"LI","inc infection",0
"17776","29 wk","adult","D",16,"LI","inc infection",0
"17777","29 wk","adult","D",17,"LI","inc infection",0
"17778","29 wk","adult","D",18,"LI","inc infection",0
"17779","29 wk","adult","D",19,"LI","inc infection",0
"17780","29 wk","adult","D",20,"LI","inc infection",0
"17781","29 wk","adult","D",21,"LI","inc infection",0
"17782","29 wk","adult","D",22,"LI","inc infection",0
"17783","29 wk","adult","D",23,"LI","inc infection",0
"17784","29 wk","adult","D",24,"LI","inc infection",0
"17785","29 wk","adult","D",25,"LI","inc infection",0
"17786","29 wk","adult","D",26,"LI","inc infection",0
"17787","29 wk","adult","D",27,"LI","inc infection",0
"17788","29 wk","adult","D",28,"LI","inc infection",0
"17789","29 wk","adult","D",29,"LI","inc infection",0
"17790","29 wk","adult","D",30,"LI","inc infection",0
"17791","29 wk","adult","D",31,"LI","inc infection",0
"17792","29 wk","adult","D",32,"LI","inc infection",0
"17793","29 wk","adult","D",33,"LI","inc infection",0
"17794","29 wk","adult","D",34,"LI","inc infection",0
"17795","29 wk","adult","D",35,"LI","inc infection",0
"17796","29 wk","adult","D",36,"LI","inc infection",0
"17797","29 wk","adult","D",37,"LI","inc infection",0
"17798","29 wk","adult","D",38,"LI","inc infection",0
"17799","29 wk","adult","D",39,"LI","inc infection",0
"17800","29 wk","adult","D",40,"LI","inc infection",0
"17801","29 wk","adult","D",41,"LI","inc infection",0
"17802","29 wk","adult","D",42,"LI","inc infection",0
"17803","29 wk","adult","D",43,"LI","inc infection",0
"17804","29 wk","adult","D",44,"LI","inc infection",0
"17805","29 wk","adult","D",45,"LI","inc infection",0
"17806","29 wk","adult","D",46,"LI","inc infection",0
"17807","29 wk","adult","D",47,"LI","inc infection",0
"17808","29 wk","adult","D",48,"LI","inc infection",0
"17809","29 wk","adult","D",49,"LI","inc infection",0
"17810","29 wk","adult","D",50,"LI","inc infection",0
"17811","29 wk","adult","D",51,"LI","inc infection",0
"17812","29 wk","adult","D",52,"LI","inc infection",0
"17813","29 wk","adult","D",53,"LI","inc infection",0
"17814","29 wk","adult","D",54,"LI","inc infection",0
"17815","29 wk","adult","D",55,"LI","inc infection",0
"17816","29 wk","adult","D",56,"LI","inc infection",0
"17817","29 wk","adult","D",57,"LI","inc infection",0
"17818","29 wk","adult","D",58,"LI","inc infection",0
"17819","29 wk","adult","D",59,"LI","inc infection",0
"17820","29 wk","adult","D",60,"LI","inc infection",0
"17821","29 wk","adult","D",61,"LI","inc infection",0
"17822","29 wk","adult","D",62,"LI","inc infection",0
"17823","29 wk","adult","D",63,"LI","inc infection",0
"17824","29 wk","adult","D",64,"LI","inc infection",0
"17825","29 wk","adult","D",65,"LI","inc infection",0
"17826","29 wk","adult","D",66,"LI","inc infection",0
"17827","29 wk","adult","D",67,"LI","inc infection",0
"17828","29 wk","adult","D",68,"LI","inc infection",0
"17829","29 wk","adult","D",69,"LI","inc infection",0
"17830","29 wk","adult","D",70,"LI","inc infection",0
"17831","29 wk","adult","D",71,"LI","inc infection",0
"17832","29 wk","adult","D",72,"LI","inc infection",0
"17833","29 wk","adult","D",73,"LI","inc infection",0
"17834","29 wk","adult","D",74,"LI","inc infection",0
"17835","29 wk","adult","D",75,"LI","inc infection",0
"17836","29 wk","adult","D",76,"LI","inc infection",0
"17837","29 wk","adult","D",77,"LI","inc infection",0
"17838","29 wk","adult","D",78,"LI","inc infection",0
"17839","29 wk","adult","D",79,"LI","inc infection",0
"17840","29 wk","adult","D",80,"LI","inc infection",0
"17841","29 wk","adult","D",81,"LI","inc infection",0
"17842","29 wk","adult","D",82,"LI","inc infection",0
"17843","29 wk","adult","D",83,"LI","inc infection",0
"17844","29 wk","adult","D",84,"LI","inc infection",0
"17845","29 wk","adult","D",85,"LI","inc infection",0
"17846","29 wk","adult","D",86,"LI","inc infection",0
"17847","29 wk","adult","D",87,"LI","inc infection",0
"17848","29 wk","adult","D",88,"LI","inc infection",0
"17849","29 wk","adult","D",89,"LI","inc infection",0
"17850","29 wk","adult","D",90,"LI","inc infection",0
"17851","29 wk","child","A",1,"LI","inc infection",0
"17852","29 wk","child","A",2,"LI","inc infection",0
"17853","29 wk","child","A",3,"LI","inc infection",0
"17854","29 wk","child","A",4,"LI","inc infection",0
"17855","29 wk","child","A",5,"LI","inc infection",0
"17856","29 wk","child","A",6,"LI","inc infection",0
"17857","29 wk","child","A",7,"LI","inc infection",0
"17858","29 wk","child","A",8,"LI","inc infection",0
"17859","29 wk","child","A",19,"LI","inc infection",0
"17860","29 wk","child","A",20,"LI","inc infection",0
"17861","29 wk","child","A",21,"LI","inc infection",0
"17862","29 wk","child","A",22,"LI","inc infection",0
"17863","29 wk","child","A",23,"LI","inc infection",0
"17864","29 wk","child","A",24,"LI","inc infection",0
"17865","29 wk","child","A",25,"LI","inc infection",0
"17866","29 wk","child","A",26,"LI","inc infection",0
"17867","29 wk","child","A",37,"LI","inc infection",0
"17868","29 wk","child","A",38,"LI","inc infection",0
"17869","29 wk","child","A",39,"LI","inc infection",0
"17870","29 wk","child","A",40,"LI","inc infection",0
"17871","29 wk","child","A",41,"LI","inc infection",0
"17872","29 wk","child","A",42,"LI","inc infection",0
"17873","29 wk","child","A",43,"LI","inc infection",0
"17874","29 wk","child","A",44,"LI","inc infection",0
"17875","29 wk","child","A",55,"LI","inc infection",0
"17876","29 wk","child","A",56,"LI","inc infection",0
"17877","29 wk","child","A",57,"LI","inc infection",0
"17878","29 wk","child","A",58,"LI","inc infection",0
"17879","29 wk","child","A",59,"LI","inc infection",0
"17880","29 wk","child","A",60,"LI","inc infection",0
"17881","29 wk","child","A",61,"LI","inc infection",0
"17882","29 wk","child","A",62,"LI","inc infection",0
"17883","29 wk","child","A",73,"LI","inc infection",0
"17884","29 wk","child","A",74,"LI","inc infection",0
"17885","29 wk","child","A",75,"LI","inc infection",0
"17886","29 wk","child","A",76,"LI","inc infection",0
"17887","29 wk","child","A",77,"LI","inc infection",0
"17888","29 wk","child","A",78,"LI","inc infection",0
"17889","29 wk","child","A",79,"LI","inc infection",0
"17890","29 wk","child","A",80,"LI","inc infection",0
"17891","29 wk","child","B",1,"LI","inc infection",0
"17892","29 wk","child","B",2,"LI","inc infection",0
"17893","29 wk","child","B",3,"LI","inc infection",0
"17894","29 wk","child","B",4,"LI","inc infection",0
"17895","29 wk","child","B",5,"LI","inc infection",0
"17896","29 wk","child","B",6,"LI","inc infection",0
"17897","29 wk","child","B",7,"LI","inc infection",0
"17898","29 wk","child","B",8,"LI","inc infection",0
"17899","29 wk","child","B",19,"LI","inc infection",0
"17900","29 wk","child","B",20,"LI","inc infection",0
"17901","29 wk","child","B",21,"LI","inc infection",0
"17902","29 wk","child","B",22,"LI","inc infection",0
"17903","29 wk","child","B",23,"LI","inc infection",0
"17904","29 wk","child","B",24,"LI","inc infection",0
"17905","29 wk","child","B",25,"LI","inc infection",0
"17906","29 wk","child","B",26,"LI","inc infection",0
"17907","29 wk","child","B",37,"LI","inc infection",0
"17908","29 wk","child","B",38,"LI","inc infection",0
"17909","29 wk","child","B",39,"LI","inc infection",0
"17910","29 wk","child","B",40,"LI","inc infection",0
"17911","29 wk","child","B",41,"LI","inc infection",0
"17912","29 wk","child","B",42,"LI","inc infection",0
"17913","29 wk","child","B",43,"LI","inc infection",0
"17914","29 wk","child","B",44,"LI","inc infection",0
"17915","29 wk","child","B",55,"LI","inc infection",0
"17916","29 wk","child","B",56,"LI","inc infection",0
"17917","29 wk","child","B",57,"LI","inc infection",0
"17918","29 wk","child","B",58,"LI","inc infection",0
"17919","29 wk","child","B",59,"LI","inc infection",0
"17920","29 wk","child","B",60,"LI","inc infection",0
"17921","29 wk","child","B",61,"LI","inc infection",0
"17922","29 wk","child","B",62,"LI","inc infection",0
"17923","29 wk","child","B",73,"LI","inc infection",0
"17924","29 wk","child","B",74,"LI","inc infection",0
"17925","29 wk","child","B",75,"LI","inc infection",0
"17926","29 wk","child","B",76,"LI","inc infection",0
"17927","29 wk","child","B",77,"LI","inc infection",0
"17928","29 wk","child","B",78,"LI","inc infection",0
"17929","29 wk","child","B",79,"LI","inc infection",0
"17930","29 wk","child","B",80,"LI","inc infection",0
"17931","29 wk","child","C",1,"LI","inc infection",0
"17932","29 wk","child","C",2,"LI","inc infection",0
"17933","29 wk","child","C",3,"LI","inc infection",0
"17934","29 wk","child","C",4,"LI","inc infection",0
"17935","29 wk","child","C",5,"LI","inc infection",0
"17936","29 wk","child","C",6,"LI","inc infection",0
"17937","29 wk","child","C",7,"LI","inc infection",0
"17938","29 wk","child","C",8,"LI","inc infection",0
"17939","29 wk","child","C",19,"LI","inc infection",0
"17940","29 wk","child","C",20,"LI","inc infection",0
"17941","29 wk","child","C",21,"LI","inc infection",0
"17942","29 wk","child","C",22,"LI","inc infection",0
"17943","29 wk","child","C",23,"LI","inc infection",0
"17944","29 wk","child","C",24,"LI","inc infection",0
"17945","29 wk","child","C",25,"LI","inc infection",0
"17946","29 wk","child","C",26,"LI","inc infection",0
"17947","29 wk","child","C",37,"LI","inc infection",0
"17948","29 wk","child","C",38,"LI","inc infection",0
"17949","29 wk","child","C",39,"LI","inc infection",0
"17950","29 wk","child","C",40,"LI","inc infection",0
"17951","29 wk","child","C",41,"LI","inc infection",0
"17952","29 wk","child","C",42,"LI","inc infection",0
"17953","29 wk","child","C",43,"LI","inc infection",0
"17954","29 wk","child","C",44,"LI","inc infection",0
"17955","29 wk","child","C",55,"LI","inc infection",0
"17956","29 wk","child","C",56,"LI","inc infection",0
"17957","29 wk","child","C",57,"LI","inc infection",0
"17958","29 wk","child","C",58,"LI","inc infection",0
"17959","29 wk","child","C",59,"LI","inc infection",0
"17960","29 wk","child","C",60,"LI","inc infection",0
"17961","29 wk","child","C",61,"LI","inc infection",0
"17962","29 wk","child","C",62,"LI","inc infection",0
"17963","29 wk","child","C",73,"LI","inc infection",0
"17964","29 wk","child","C",74,"LI","inc infection",0
"17965","29 wk","child","C",75,"LI","inc infection",0
"17966","29 wk","child","C",76,"LI","inc infection",0
"17967","29 wk","child","C",77,"LI","inc infection",0
"17968","29 wk","child","C",78,"LI","inc infection",0
"17969","29 wk","child","C",79,"LI","inc infection",0
"17970","29 wk","child","C",80,"LI","inc infection",0
"17971","29 wk","child","D",1,"LI","inc infection",0
"17972","29 wk","child","D",2,"LI","inc infection",0
"17973","29 wk","child","D",3,"LI","inc infection",0
"17974","29 wk","child","D",4,"LI","inc infection",0
"17975","29 wk","child","D",5,"LI","inc infection",0
"17976","29 wk","child","D",6,"LI","inc infection",0
"17977","29 wk","child","D",7,"LI","inc infection",0
"17978","29 wk","child","D",8,"LI","inc infection",0
"17979","29 wk","child","D",9,"LI","inc infection",0
"17980","29 wk","child","D",10,"LI","inc infection",0
"17981","29 wk","child","D",11,"LI","inc infection",0
"17982","29 wk","child","D",12,"LI","inc infection",0
"17983","29 wk","child","D",13,"LI","inc infection",0
"17984","29 wk","child","D",14,"LI","inc infection",0
"17985","29 wk","child","D",15,"LI","inc infection",0
"17986","29 wk","child","D",16,"LI","inc infection",0
"17987","29 wk","child","D",17,"LI","inc infection",0
"17988","29 wk","child","D",18,"LI","inc infection",0
"17989","29 wk","child","D",19,"LI","inc infection",0
"17990","29 wk","child","D",20,"LI","inc infection",0
"17991","29 wk","child","D",21,"LI","inc infection",0
"17992","29 wk","child","D",22,"LI","inc infection",0
"17993","29 wk","child","D",23,"LI","inc infection",0
"17994","29 wk","child","D",24,"LI","inc infection",0
"17995","29 wk","child","D",25,"LI","inc infection",0
"17996","29 wk","child","D",26,"LI","inc infection",0
"17997","29 wk","child","D",27,"LI","inc infection",0
"17998","29 wk","child","D",28,"LI","inc infection",0
"17999","29 wk","child","D",29,"LI","inc infection",0
"18000","29 wk","child","D",30,"LI","inc infection",0
"18001","29 wk","child","D",31,"LI","inc infection",0
"18002","29 wk","child","D",32,"LI","inc infection",0
"18003","29 wk","child","D",33,"LI","inc infection",0
"18004","29 wk","child","D",34,"LI","inc infection",0
"18005","29 wk","child","D",35,"LI","inc infection",0
"18006","29 wk","child","D",36,"LI","inc infection",0
"18007","29 wk","child","D",37,"LI","inc infection",0
"18008","29 wk","child","D",38,"LI","inc infection",0
"18009","29 wk","child","D",39,"LI","inc infection",0
"18010","29 wk","child","D",40,"LI","inc infection",0
"18011","29 wk","child","D",41,"LI","inc infection",0
"18012","29 wk","child","D",42,"LI","inc infection",0
"18013","29 wk","child","D",43,"LI","inc infection",0
"18014","29 wk","child","D",44,"LI","inc infection",0
"18015","29 wk","child","D",45,"LI","inc infection",0
"18016","29 wk","child","D",46,"LI","inc infection",0
"18017","29 wk","child","D",47,"LI","inc infection",0
"18018","29 wk","child","D",48,"LI","inc infection",0
"18019","29 wk","child","D",49,"LI","inc infection",0
"18020","29 wk","child","D",50,"LI","inc infection",0
"18021","29 wk","child","D",51,"LI","inc infection",0
"18022","29 wk","child","D",52,"LI","inc infection",0
"18023","29 wk","child","D",53,"LI","inc infection",0
"18024","29 wk","child","D",54,"LI","inc infection",0
"18025","29 wk","child","D",55,"LI","inc infection",0
"18026","29 wk","child","D",56,"LI","inc infection",0
"18027","29 wk","child","D",57,"LI","inc infection",0
"18028","29 wk","child","D",58,"LI","inc infection",0
"18029","29 wk","child","D",59,"LI","inc infection",0
"18030","29 wk","child","D",60,"LI","inc infection",0
"18031","29 wk","child","D",61,"LI","inc infection",0
"18032","29 wk","child","D",62,"LI","inc infection",0
"18033","29 wk","child","D",63,"LI","inc infection",0
"18034","29 wk","child","D",64,"LI","inc infection",0
"18035","29 wk","child","D",65,"LI","inc infection",0
"18036","29 wk","child","D",66,"LI","inc infection",0
"18037","29 wk","child","D",67,"LI","inc infection",0
"18038","29 wk","child","D",68,"LI","inc infection",0
"18039","29 wk","child","D",69,"LI","inc infection",0
"18040","29 wk","child","D",70,"LI","inc infection",0
"18041","29 wk","child","D",71,"LI","inc infection",0
"18042","29 wk","child","D",72,"LI","inc infection",0
"18043","29 wk","child","D",73,"LI","inc infection",0
"18044","29 wk","child","D",74,"LI","inc infection",0
"18045","29 wk","child","D",75,"LI","inc infection",0
"18046","29 wk","child","D",76,"LI","inc infection",0
"18047","29 wk","child","D",77,"LI","inc infection",0
"18048","29 wk","child","D",78,"LI","inc infection",0
"18049","29 wk","child","D",79,"LI","inc infection",0
"18050","29 wk","child","D",80,"LI","inc infection",0
"18051","29 wk","child","D",81,"LI","inc infection",0
"18052","29 wk","child","D",82,"LI","inc infection",0
"18053","29 wk","child","D",83,"LI","inc infection",0
"18054","29 wk","child","D",84,"LI","inc infection",0
"18055","29 wk","child","D",85,"LI","inc infection",0
"18056","29 wk","child","D",86,"LI","inc infection",0
"18057","29 wk","child","D",87,"LI","inc infection",0
"18058","29 wk","child","D",88,"LI","inc infection",0
"18059","29 wk","child","D",89,"LI","inc infection",0
"18060","29 wk","child","D",90,"LI","inc infection",0
"18061","29 wk","older","A",1,"LI","inc infection",0
"18062","29 wk","older","A",2,"LI","inc infection",0
"18063","29 wk","older","A",3,"LI","inc infection",0
"18064","29 wk","older","A",4,"LI","inc infection",0
"18065","29 wk","older","A",5,"LI","inc infection",0
"18066","29 wk","older","A",6,"LI","inc infection",0
"18067","29 wk","older","A",7,"LI","inc infection",0
"18068","29 wk","older","A",8,"LI","inc infection",0
"18069","29 wk","older","A",19,"LI","inc infection",0
"18070","29 wk","older","A",20,"LI","inc infection",0
"18071","29 wk","older","A",21,"LI","inc infection",0
"18072","29 wk","older","A",22,"LI","inc infection",0
"18073","29 wk","older","A",23,"LI","inc infection",0
"18074","29 wk","older","A",24,"LI","inc infection",0
"18075","29 wk","older","A",25,"LI","inc infection",0
"18076","29 wk","older","A",26,"LI","inc infection",0
"18077","29 wk","older","A",37,"LI","inc infection",0
"18078","29 wk","older","A",38,"LI","inc infection",0
"18079","29 wk","older","A",39,"LI","inc infection",0
"18080","29 wk","older","A",40,"LI","inc infection",0
"18081","29 wk","older","A",41,"LI","inc infection",0
"18082","29 wk","older","A",42,"LI","inc infection",0
"18083","29 wk","older","A",43,"LI","inc infection",0
"18084","29 wk","older","A",44,"LI","inc infection",0
"18085","29 wk","older","A",55,"LI","inc infection",0
"18086","29 wk","older","A",56,"LI","inc infection",0
"18087","29 wk","older","A",57,"LI","inc infection",0
"18088","29 wk","older","A",58,"LI","inc infection",0
"18089","29 wk","older","A",59,"LI","inc infection",0
"18090","29 wk","older","A",60,"LI","inc infection",0
"18091","29 wk","older","A",61,"LI","inc infection",0
"18092","29 wk","older","A",62,"LI","inc infection",0
"18093","29 wk","older","A",73,"LI","inc infection",0
"18094","29 wk","older","A",74,"LI","inc infection",0
"18095","29 wk","older","A",75,"LI","inc infection",0
"18096","29 wk","older","A",76,"LI","inc infection",0
"18097","29 wk","older","A",77,"LI","inc infection",0
"18098","29 wk","older","A",78,"LI","inc infection",0
"18099","29 wk","older","A",79,"LI","inc infection",0
"18100","29 wk","older","A",80,"LI","inc infection",0
"18101","29 wk","older","B",1,"LI","inc infection",0
"18102","29 wk","older","B",2,"LI","inc infection",0
"18103","29 wk","older","B",3,"LI","inc infection",0
"18104","29 wk","older","B",4,"LI","inc infection",0
"18105","29 wk","older","B",5,"LI","inc infection",0
"18106","29 wk","older","B",6,"LI","inc infection",0
"18107","29 wk","older","B",7,"LI","inc infection",0
"18108","29 wk","older","B",8,"LI","inc infection",0
"18109","29 wk","older","B",19,"LI","inc infection",0
"18110","29 wk","older","B",20,"LI","inc infection",0
"18111","29 wk","older","B",21,"LI","inc infection",0
"18112","29 wk","older","B",22,"LI","inc infection",0
"18113","29 wk","older","B",23,"LI","inc infection",0
"18114","29 wk","older","B",24,"LI","inc infection",0
"18115","29 wk","older","B",25,"LI","inc infection",0
"18116","29 wk","older","B",26,"LI","inc infection",0
"18117","29 wk","older","B",37,"LI","inc infection",0
"18118","29 wk","older","B",38,"LI","inc infection",0
"18119","29 wk","older","B",39,"LI","inc infection",0
"18120","29 wk","older","B",40,"LI","inc infection",0
"18121","29 wk","older","B",41,"LI","inc infection",0
"18122","29 wk","older","B",42,"LI","inc infection",0
"18123","29 wk","older","B",43,"LI","inc infection",0
"18124","29 wk","older","B",44,"LI","inc infection",0
"18125","29 wk","older","B",55,"LI","inc infection",0
"18126","29 wk","older","B",56,"LI","inc infection",0
"18127","29 wk","older","B",57,"LI","inc infection",0
"18128","29 wk","older","B",58,"LI","inc infection",0
"18129","29 wk","older","B",59,"LI","inc infection",0
"18130","29 wk","older","B",60,"LI","inc infection",0
"18131","29 wk","older","B",61,"LI","inc infection",0
"18132","29 wk","older","B",62,"LI","inc infection",0
"18133","29 wk","older","B",73,"LI","inc infection",0
"18134","29 wk","older","B",74,"LI","inc infection",0
"18135","29 wk","older","B",75,"LI","inc infection",0
"18136","29 wk","older","B",76,"LI","inc infection",0
"18137","29 wk","older","B",77,"LI","inc infection",0
"18138","29 wk","older","B",78,"LI","inc infection",0
"18139","29 wk","older","B",79,"LI","inc infection",0
"18140","29 wk","older","B",80,"LI","inc infection",0
"18141","29 wk","older","C",1,"LI","inc infection",0
"18142","29 wk","older","C",2,"LI","inc infection",0
"18143","29 wk","older","C",3,"LI","inc infection",0
"18144","29 wk","older","C",4,"LI","inc infection",0
