"","horizon","age_id","scenario_id","sample","location","target_variable","value"
"18145","29 wk","older","C",5,"LI","inc infection",0
"18146","29 wk","older","C",6,"LI","inc infection",0
"18147","29 wk","older","C",7,"LI","inc infection",0
"18148","29 wk","older","C",8,"LI","inc infection",0
"18149","29 wk","older","C",19,"LI","inc infection",0
"18150","29 wk","older","C",20,"LI","inc infection",0
"18151","29 wk","older","C",21,"LI","inc infection",0
"18152","29 wk","older","C",22,"LI","inc infection",0
"18153","29 wk","older","C",23,"LI","inc infection",0
"18154","29 wk","older","C",24,"LI","inc infection",0
"18155","29 wk","older","C",25,"LI","inc infection",0
"18156","29 wk","older","C",26,"LI","inc infection",0
"18157","29 wk","older","C",37,"LI","inc infection",0
"18158","29 wk","older","C",38,"LI","inc infection",0
"18159","29 wk","older","C",39,"LI","inc infection",0
"18160","29 wk","older","C",40,"LI","inc infection",0
"18161","29 wk","older","C",41,"LI","inc infection",0
"18162","29 wk","older","C",42,"LI","inc infection",0
"18163","29 wk","older","C",43,"LI","inc infection",0
"18164","29 wk","older","C",44,"LI","inc infection",0
"18165","29 wk","older","C",55,"LI","inc infection",0
"18166","29 wk","older","C",56,"LI","inc infection",0
"18167","29 wk","older","C",57,"LI","inc infection",0
"18168","29 wk","older","C",58,"LI","inc infection",0
"18169","29 wk","older","C",59,"LI","inc infection",0
"18170","29 wk","older","C",60,"LI","inc infection",0
"18171","29 wk","older","C",61,"LI","inc infection",0
"18172","29 wk","older","C",62,"LI","inc infection",0
"18173","29 wk","older","C",73,"LI","inc infection",0
"18174","29 wk","older","C",74,"LI","inc infection",0
"18175","29 wk","older","C",75,"LI","inc infection",0
"18176","29 wk","older","C",76,"LI","inc infection",0
"18177","29 wk","older","C",77,"LI","inc infection",0
"18178","29 wk","older","C",78,"LI","inc infection",0
"18179","29 wk","older","C",79,"LI","inc infection",0
"18180","29 wk","older","C",80,"LI","inc infection",0
"18181","29 wk","older","D",1,"LI","inc infection",0
"18182","29 wk","older","D",2,"LI","inc infection",0
"18183","29 wk","older","D",3,"LI","inc infection",0
"18184","29 wk","older","D",4,"LI","inc infection",0
"18185","29 wk","older","D",5,"LI","inc infection",0
"18186","29 wk","older","D",6,"LI","inc infection",0
"18187","29 wk","older","D",7,"LI","inc infection",0
"18188","29 wk","older","D",8,"LI","inc infection",0
"18189","29 wk","older","D",9,"LI","inc infection",0
"18190","29 wk","older","D",10,"LI","inc infection",0
"18191","29 wk","older","D",11,"LI","inc infection",0
"18192","29 wk","older","D",12,"LI","inc infection",0
"18193","29 wk","older","D",13,"LI","inc infection",0
"18194","29 wk","older","D",14,"LI","inc infection",0
"18195","29 wk","older","D",15,"LI","inc infection",0
"18196","29 wk","older","D",16,"LI","inc infection",0
"18197","29 wk","older","D",17,"LI","inc infection",0
"18198","29 wk","older","D",18,"LI","inc infection",0
"18199","29 wk","older","D",19,"LI","inc infection",0
"18200","29 wk","older","D",20,"LI","inc infection",0
"18201","29 wk","older","D",21,"LI","inc infection",0
"18202","29 wk","older","D",22,"LI","inc infection",0
"18203","29 wk","older","D",23,"LI","inc infection",0
"18204","29 wk","older","D",24,"LI","inc infection",0
"18205","29 wk","older","D",25,"LI","inc infection",0
"18206","29 wk","older","D",26,"LI","inc infection",0
"18207","29 wk","older","D",27,"LI","inc infection",0
"18208","29 wk","older","D",28,"LI","inc infection",0
"18209","29 wk","older","D",29,"LI","inc infection",0
"18210","29 wk","older","D",30,"LI","inc infection",0
"18211","29 wk","older","D",31,"LI","inc infection",0
"18212","29 wk","older","D",32,"LI","inc infection",0
"18213","29 wk","older","D",33,"LI","inc infection",0
"18214","29 wk","older","D",34,"LI","inc infection",0
"18215","29 wk","older","D",35,"LI","inc infection",0
"18216","29 wk","older","D",36,"LI","inc infection",0
"18217","29 wk","older","D",37,"LI","inc infection",0
"18218","29 wk","older","D",38,"LI","inc infection",0
"18219","29 wk","older","D",39,"LI","inc infection",0
"18220","29 wk","older","D",40,"LI","inc infection",0
"18221","29 wk","older","D",41,"LI","inc infection",0
"18222","29 wk","older","D",42,"LI","inc infection",0
"18223","29 wk","older","D",43,"LI","inc infection",0
"18224","29 wk","older","D",44,"LI","inc infection",0
"18225","29 wk","older","D",45,"LI","inc infection",0
"18226","29 wk","older","D",46,"LI","inc infection",0
"18227","29 wk","older","D",47,"LI","inc infection",0
"18228","29 wk","older","D",48,"LI","inc infection",0
"18229","29 wk","older","D",49,"LI","inc infection",0
"18230","29 wk","older","D",50,"LI","inc infection",0
"18231","29 wk","older","D",51,"LI","inc infection",0
"18232","29 wk","older","D",52,"LI","inc infection",0
"18233","29 wk","older","D",53,"LI","inc infection",0
"18234","29 wk","older","D",54,"LI","inc infection",0
"18235","29 wk","older","D",55,"LI","inc infection",0
"18236","29 wk","older","D",56,"LI","inc infection",0
"18237","29 wk","older","D",57,"LI","inc infection",0
"18238","29 wk","older","D",58,"LI","inc infection",0
"18239","29 wk","older","D",59,"LI","inc infection",0
"18240","29 wk","older","D",60,"LI","inc infection",0
"18241","29 wk","older","D",61,"LI","inc infection",0
"18242","29 wk","older","D",62,"LI","inc infection",0
"18243","29 wk","older","D",63,"LI","inc infection",0
"18244","29 wk","older","D",64,"LI","inc infection",0
"18245","29 wk","older","D",65,"LI","inc infection",0
"18246","29 wk","older","D",66,"LI","inc infection",0
"18247","29 wk","older","D",67,"LI","inc infection",0
"18248","29 wk","older","D",68,"LI","inc infection",0
"18249","29 wk","older","D",69,"LI","inc infection",0
"18250","29 wk","older","D",70,"LI","inc infection",0
"18251","29 wk","older","D",71,"LI","inc infection",0
"18252","29 wk","older","D",72,"LI","inc infection",0
"18253","29 wk","older","D",73,"LI","inc infection",0
"18254","29 wk","older","D",74,"LI","inc infection",0
"18255","29 wk","older","D",75,"LI","inc infection",0
"18256","29 wk","older","D",76,"LI","inc infection",0
"18257","29 wk","older","D",77,"LI","inc infection",0
"18258","29 wk","older","D",78,"LI","inc infection",0
"18259","29 wk","older","D",79,"LI","inc infection",0
"18260","29 wk","older","D",80,"LI","inc infection",0
"18261","29 wk","older","D",81,"LI","inc infection",0
"18262","29 wk","older","D",82,"LI","inc infection",0
"18263","29 wk","older","D",83,"LI","inc infection",0
"18264","29 wk","older","D",84,"LI","inc infection",0
"18265","29 wk","older","D",85,"LI","inc infection",0
"18266","29 wk","older","D",86,"LI","inc infection",0
"18267","29 wk","older","D",87,"LI","inc infection",0
"18268","29 wk","older","D",88,"LI","inc infection",0
"18269","29 wk","older","D",89,"LI","inc infection",0
"18270","29 wk","older","D",90,"LI","inc infection",0
"18271","30 wk","adult","A",1,"LI","inc infection",0
"18272","30 wk","adult","A",2,"LI","inc infection",0
"18273","30 wk","adult","A",3,"LI","inc infection",0
"18274","30 wk","adult","A",4,"LI","inc infection",0
"18275","30 wk","adult","A",5,"LI","inc infection",0
"18276","30 wk","adult","A",6,"LI","inc infection",0
"18277","30 wk","adult","A",7,"LI","inc infection",0
"18278","30 wk","adult","A",8,"LI","inc infection",0
"18279","30 wk","adult","A",19,"LI","inc infection",0
"18280","30 wk","adult","A",20,"LI","inc infection",0
"18281","30 wk","adult","A",21,"LI","inc infection",0
"18282","30 wk","adult","A",22,"LI","inc infection",0
"18283","30 wk","adult","A",23,"LI","inc infection",0
"18284","30 wk","adult","A",24,"LI","inc infection",0
"18285","30 wk","adult","A",25,"LI","inc infection",0
"18286","30 wk","adult","A",26,"LI","inc infection",0
"18287","30 wk","adult","A",37,"LI","inc infection",0
"18288","30 wk","adult","A",38,"LI","inc infection",0
"18289","30 wk","adult","A",39,"LI","inc infection",0
"18290","30 wk","adult","A",40,"LI","inc infection",0
"18291","30 wk","adult","A",41,"LI","inc infection",0
"18292","30 wk","adult","A",42,"LI","inc infection",0
"18293","30 wk","adult","A",43,"LI","inc infection",0
"18294","30 wk","adult","A",44,"LI","inc infection",0
"18295","30 wk","adult","A",55,"LI","inc infection",0
"18296","30 wk","adult","A",56,"LI","inc infection",0
"18297","30 wk","adult","A",57,"LI","inc infection",0
"18298","30 wk","adult","A",58,"LI","inc infection",0
"18299","30 wk","adult","A",59,"LI","inc infection",0
"18300","30 wk","adult","A",60,"LI","inc infection",0
"18301","30 wk","adult","A",61,"LI","inc infection",0
"18302","30 wk","adult","A",62,"LI","inc infection",0
"18303","30 wk","adult","A",73,"LI","inc infection",0
"18304","30 wk","adult","A",74,"LI","inc infection",0
"18305","30 wk","adult","A",75,"LI","inc infection",0
"18306","30 wk","adult","A",76,"LI","inc infection",0
"18307","30 wk","adult","A",77,"LI","inc infection",0
"18308","30 wk","adult","A",78,"LI","inc infection",0
"18309","30 wk","adult","A",79,"LI","inc infection",0
"18310","30 wk","adult","A",80,"LI","inc infection",0
"18311","30 wk","adult","B",1,"LI","inc infection",0
"18312","30 wk","adult","B",2,"LI","inc infection",0
"18313","30 wk","adult","B",3,"LI","inc infection",0
"18314","30 wk","adult","B",4,"LI","inc infection",0
"18315","30 wk","adult","B",5,"LI","inc infection",0
"18316","30 wk","adult","B",6,"LI","inc infection",0
"18317","30 wk","adult","B",7,"LI","inc infection",0
"18318","30 wk","adult","B",8,"LI","inc infection",0
"18319","30 wk","adult","B",19,"LI","inc infection",0
"18320","30 wk","adult","B",20,"LI","inc infection",0
"18321","30 wk","adult","B",21,"LI","inc infection",0
"18322","30 wk","adult","B",22,"LI","inc infection",0
"18323","30 wk","adult","B",23,"LI","inc infection",0
"18324","30 wk","adult","B",24,"LI","inc infection",0
"18325","30 wk","adult","B",25,"LI","inc infection",0
"18326","30 wk","adult","B",26,"LI","inc infection",0
"18327","30 wk","adult","B",37,"LI","inc infection",0
"18328","30 wk","adult","B",38,"LI","inc infection",0
"18329","30 wk","adult","B",39,"LI","inc infection",0
"18330","30 wk","adult","B",40,"LI","inc infection",0
"18331","30 wk","adult","B",41,"LI","inc infection",0
"18332","30 wk","adult","B",42,"LI","inc infection",0
"18333","30 wk","adult","B",43,"LI","inc infection",0
"18334","30 wk","adult","B",44,"LI","inc infection",0
"18335","30 wk","adult","B",55,"LI","inc infection",0
"18336","30 wk","adult","B",56,"LI","inc infection",0
"18337","30 wk","adult","B",57,"LI","inc infection",0
"18338","30 wk","adult","B",58,"LI","inc infection",0
"18339","30 wk","adult","B",59,"LI","inc infection",0
"18340","30 wk","adult","B",60,"LI","inc infection",0
"18341","30 wk","adult","B",61,"LI","inc infection",0
"18342","30 wk","adult","B",62,"LI","inc infection",0
"18343","30 wk","adult","B",73,"LI","inc infection",0
"18344","30 wk","adult","B",74,"LI","inc infection",0
"18345","30 wk","adult","B",75,"LI","inc infection",0
"18346","30 wk","adult","B",76,"LI","inc infection",0
"18347","30 wk","adult","B",77,"LI","inc infection",0
"18348","30 wk","adult","B",78,"LI","inc infection",0
"18349","30 wk","adult","B",79,"LI","inc infection",0
"18350","30 wk","adult","B",80,"LI","inc infection",0
"18351","30 wk","adult","C",1,"LI","inc infection",0
"18352","30 wk","adult","C",2,"LI","inc infection",0
"18353","30 wk","adult","C",3,"LI","inc infection",0
"18354","30 wk","adult","C",4,"LI","inc infection",0
"18355","30 wk","adult","C",5,"LI","inc infection",0
"18356","30 wk","adult","C",6,"LI","inc infection",0
"18357","30 wk","adult","C",7,"LI","inc infection",0
"18358","30 wk","adult","C",8,"LI","inc infection",0
"18359","30 wk","adult","C",19,"LI","inc infection",0
"18360","30 wk","adult","C",20,"LI","inc infection",0
"18361","30 wk","adult","C",21,"LI","inc infection",0
"18362","30 wk","adult","C",22,"LI","inc infection",0
"18363","30 wk","adult","C",23,"LI","inc infection",0
"18364","30 wk","adult","C",24,"LI","inc infection",0
"18365","30 wk","adult","C",25,"LI","inc infection",0
"18366","30 wk","adult","C",26,"LI","inc infection",0
"18367","30 wk","adult","C",37,"LI","inc infection",0
"18368","30 wk","adult","C",38,"LI","inc infection",0
"18369","30 wk","adult","C",39,"LI","inc infection",0
"18370","30 wk","adult","C",40,"LI","inc infection",0
"18371","30 wk","adult","C",41,"LI","inc infection",0
"18372","30 wk","adult","C",42,"LI","inc infection",0
"18373","30 wk","adult","C",43,"LI","inc infection",0
"18374","30 wk","adult","C",44,"LI","inc infection",0
"18375","30 wk","adult","C",55,"LI","inc infection",0
"18376","30 wk","adult","C",56,"LI","inc infection",0
"18377","30 wk","adult","C",57,"LI","inc infection",0
"18378","30 wk","adult","C",58,"LI","inc infection",0
"18379","30 wk","adult","C",59,"LI","inc infection",0
"18380","30 wk","adult","C",60,"LI","inc infection",0
"18381","30 wk","adult","C",61,"LI","inc infection",0
"18382","30 wk","adult","C",62,"LI","inc infection",0
"18383","30 wk","adult","C",73,"LI","inc infection",0
"18384","30 wk","adult","C",74,"LI","inc infection",0
"18385","30 wk","adult","C",75,"LI","inc infection",0
"18386","30 wk","adult","C",76,"LI","inc infection",0
"18387","30 wk","adult","C",77,"LI","inc infection",0
"18388","30 wk","adult","C",78,"LI","inc infection",0
"18389","30 wk","adult","C",79,"LI","inc infection",0
"18390","30 wk","adult","C",80,"LI","inc infection",0
"18391","30 wk","adult","D",1,"LI","inc infection",0
"18392","30 wk","adult","D",2,"LI","inc infection",0
"18393","30 wk","adult","D",3,"LI","inc infection",0
"18394","30 wk","adult","D",4,"LI","inc infection",0
"18395","30 wk","adult","D",5,"LI","inc infection",0
"18396","30 wk","adult","D",6,"LI","inc infection",0
"18397","30 wk","adult","D",7,"LI","inc infection",0
"18398","30 wk","adult","D",8,"LI","inc infection",0
"18399","30 wk","adult","D",9,"LI","inc infection",0
"18400","30 wk","adult","D",10,"LI","inc infection",0
"18401","30 wk","adult","D",11,"LI","inc infection",0
"18402","30 wk","adult","D",12,"LI","inc infection",0
"18403","30 wk","adult","D",13,"LI","inc infection",0
"18404","30 wk","adult","D",14,"LI","inc infection",0
"18405","30 wk","adult","D",15,"LI","inc infection",0
"18406","30 wk","adult","D",16,"LI","inc infection",0
"18407","30 wk","adult","D",17,"LI","inc infection",0
"18408","30 wk","adult","D",18,"LI","inc infection",0
"18409","30 wk","adult","D",19,"LI","inc infection",0
"18410","30 wk","adult","D",20,"LI","inc infection",0
"18411","30 wk","adult","D",21,"LI","inc infection",0
"18412","30 wk","adult","D",22,"LI","inc infection",0
"18413","30 wk","adult","D",23,"LI","inc infection",0
"18414","30 wk","adult","D",24,"LI","inc infection",0
"18415","30 wk","adult","D",25,"LI","inc infection",0
"18416","30 wk","adult","D",26,"LI","inc infection",0
"18417","30 wk","adult","D",27,"LI","inc infection",0
"18418","30 wk","adult","D",28,"LI","inc infection",0
"18419","30 wk","adult","D",29,"LI","inc infection",0
"18420","30 wk","adult","D",30,"LI","inc infection",0
"18421","30 wk","adult","D",31,"LI","inc infection",0
"18422","30 wk","adult","D",32,"LI","inc infection",0
"18423","30 wk","adult","D",33,"LI","inc infection",0
"18424","30 wk","adult","D",34,"LI","inc infection",0
"18425","30 wk","adult","D",35,"LI","inc infection",0
"18426","30 wk","adult","D",36,"LI","inc infection",0
"18427","30 wk","adult","D",37,"LI","inc infection",0
"18428","30 wk","adult","D",38,"LI","inc infection",0
"18429","30 wk","adult","D",39,"LI","inc infection",0
"18430","30 wk","adult","D",40,"LI","inc infection",0
"18431","30 wk","adult","D",41,"LI","inc infection",0
"18432","30 wk","adult","D",42,"LI","inc infection",0
"18433","30 wk","adult","D",43,"LI","inc infection",0
"18434","30 wk","adult","D",44,"LI","inc infection",0
"18435","30 wk","adult","D",45,"LI","inc infection",0
"18436","30 wk","adult","D",46,"LI","inc infection",0
"18437","30 wk","adult","D",47,"LI","inc infection",0
"18438","30 wk","adult","D",48,"LI","inc infection",0
"18439","30 wk","adult","D",49,"LI","inc infection",0
"18440","30 wk","adult","D",50,"LI","inc infection",0
"18441","30 wk","adult","D",51,"LI","inc infection",0
"18442","30 wk","adult","D",52,"LI","inc infection",0
"18443","30 wk","adult","D",53,"LI","inc infection",0
"18444","30 wk","adult","D",54,"LI","inc infection",0
"18445","30 wk","adult","D",55,"LI","inc infection",0
"18446","30 wk","adult","D",56,"LI","inc infection",0
"18447","30 wk","adult","D",57,"LI","inc infection",0
"18448","30 wk","adult","D",58,"LI","inc infection",0
"18449","30 wk","adult","D",59,"LI","inc infection",0
"18450","30 wk","adult","D",60,"LI","inc infection",0
"18451","30 wk","adult","D",61,"LI","inc infection",0
