"location","origin_date","target_end_date","target_variable","type","quantile","value","horizon","scenario_id"
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.025,118071,13 wk,C-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.05,124644,13 wk,C-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.1,131583,13 wk,C-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.15,135115,13 wk,C-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.2,138743,13 wk,C-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.25,142468,13 wk,C-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.3,146293,13 wk,C-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.35,152191,13 wk,C-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.4,158327,13 wk,C-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.45,164711,13 wk,C-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.5,170130,13 wk,C-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.55,178261,13 wk,C-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.6,185449,13 wk,C-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.65,192927,13 wk,C-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.7,200707,13 wk,C-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.75,207849,13 wk,C-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.8,215249,13 wk,C-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.85,222918,13 wk,C-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.9,230864,13 wk,C-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.95,243715,13 wk,C-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.975,257282,13 wk,C-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.99,271605,13 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","point",NA,158904,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.01,96947,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.025,102343,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.05,108041,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.1,114055,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.15,118287,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.2,122678,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.25,127235,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.3,131964,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.35,137514,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.4,143298,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.45,149324,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.5,158904,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.55,162149,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.6,168969,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.65,176075,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.7,183481,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.75,188383,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.8,193417,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.85,198585,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.9,203890,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.95,215240,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.975,227222,14 wk,C-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.99,239871,14 wk,C-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","point",NA,216845,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.01,98870,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.025,109963,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.05,122306,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.1,136041,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.15,145210,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.2,155001,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.25,165456,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.3,176621,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.35,185837,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.4,195539,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.45,205750,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.5,216845,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.55,227813,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.6,239723,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.65,252259,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.7,265456,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.75,282716,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.8,301101,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.85,320686,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.9,341548,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.95,377871,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.975,418061,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-19,"inc case","quantile",0.99,462531,1 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","point",NA,204788,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.01,78437,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.025,89311,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.05,101696,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.1,115802,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.15,125461,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.2,135926,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.25,147266,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.3,159552,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.35,169350,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.4,179749,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.45,190786,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.5,204788,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.55,214936,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.6,228135,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.65,242144,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.7,257013,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.75,273763,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.8,291608,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.85,310621,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.9,330878,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.95,362615,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.975,397426,2 wk,A-2022-02-25
"AT",2022-03-13,2022-03-26,"inc case","quantile",0.99,435612,2 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","point",NA,185371,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.01,67625,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.025,78109,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.05,90221,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.1,104210,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.15,113418,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.2,123439,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.25,134345,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.3,146215,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.35,154029,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.4,162264,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.45,170942,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.5,185371,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.55,189726,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.6,199883,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.65,210587,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.7,221869,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.75,231387,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.8,241329,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.85,251714,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.9,262562,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.95,278440,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.975,295288,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-02,"inc case","quantile",0.99,313168,3 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","point",NA,165937,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.01,64418,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.025,74760,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.05,86763,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.1,100692,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.15,109040,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.2,118080,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.25,127871,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.3,138475,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.35,143260,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.4,148217,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.45,153350,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.5,165937,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.55,166012,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.6,169875,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.65,175782,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.7,181901,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.75,186756,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.8,191741,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.85,196858,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.9,202113,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.95,213364,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.975,225241,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-09,"inc case","quantile",0.99,237780,4 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","point",NA,150129,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.01,66980,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.025,77295,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.05,89201,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.1,102943,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.15,109844,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.2,117214,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.25,125084,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.3,133489,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.35,136334,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.4,139240,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.45,142208,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.5,150129,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.55,150129,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.6,151500,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.65,154730,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.7,158030,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.75,162248,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.8,166579,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.85,171025,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.9,175589,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.95,185364,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.975,195683,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-16,"inc case","quantile",0.99,206576,5 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","point",NA,134182,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.01,71460,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.025,78437,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.05,86121,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.1,94585,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.15,99693,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.2,105078,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.25,110753,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.3,116735,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.35,119842,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.4,123033,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.45,126310,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.5,134182,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.55,134268,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.6,136679,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.65,140324,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.7,144067,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.75,147912,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.8,151860,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.85,155913,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.9,160075,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.95,168986,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.975,178393,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-23,"inc case","quantile",0.99,188323,6 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","point",NA,116375,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.01,71345,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.025,75634,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.05,80183,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.1,85008,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.15,88692,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.2,92537,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.25,96550,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.3,100738,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.35,104106,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.4,107585,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.45,111181,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.5,116375,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.55,118738,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.6,122707,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.65,126809,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.7,131048,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.75,134562,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.8,138169,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.85,141874,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.9,145677,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.95,153787,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.975,162348,7 wk,A-2022-02-25
"AT",2022-03-13,2022-04-30,"inc case","quantile",0.99,171385,7 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","point",NA,101493,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.01,68054,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.025,71842,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.05,75841,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.1,80063,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.15,82448,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.2,84905,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.25,87435,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.3,90042,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.35,93003,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.4,96061,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.45,99220,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.5,101493,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.55,105852,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.6,109334,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.65,112929,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.7,116643,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.75,120796,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.8,125098,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.85,129555,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.9,134172,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.95,141641,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.975,149526,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-07,"inc case","quantile",0.99,157850,8 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","point",NA,90047,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.01,63588,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.025,67128,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.05,70865,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.1,74810,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.15,76807,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.2,78857,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.25,80961,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.3,83122,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.35,85376,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.4,87691,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.45,90069,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.5,90295,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.55,95021,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.6,97599,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.65,100248,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.7,102969,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.75,107717,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.8,112684,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.85,117881,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.9,123318,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.95,130209,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.975,137485,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-14,"inc case","quantile",0.99,145168,9 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","point",NA,81617,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.01,59286,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.025,62586,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.05,66070,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.1,69748,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.15,71610,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.2,73521,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.25,75483,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.3,77498,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.35,79088,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.4,80711,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.45,82367,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.5,82367,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.55,85783,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.6,87544,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.65,89341,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.7,91175,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.75,95807,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.8,100673,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.85,105787,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.9,111160,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.95,119848,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.975,129227,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-21,"inc case","quantile",0.99,139352,10 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","point",NA,75785,11 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.01,55076,11 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.025,58142,11 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.05,61379,11 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.1,64796,11 wk,A-2022-02-25
